,title,pubDate,link,,description
1751,"[가상화폐 뉴스] 07월 21일 12시 30분 <b>비트코인</b>(-2.28%), 이더리움 클래식(-7...","Sat, 21 Jul 2018 12:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663449,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 193,000원(-2.28%) 하락한... "
1737,"[가상화폐 뉴스] 07월 21일 13시 00분 <b>비트코인</b>(-2.47%), 오미세고(-8.21%), ...","Sat, 21 Jul 2018 13:00:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663451,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 209,000원(-2.47%) 하락한... "
1628,"[가상화폐 뉴스] 07월 21일 13시 30분 <b>비트코인</b>(-2.19%), 오미세고(-8.6%), 이...","Sat, 21 Jul 2018 13:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663453,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 185,000원(-2.19%) 하락한... "
1714,"[가상화폐 뉴스] 07월 21일 14시 00분 <b>비트코인</b>(-1.91%), 오미세고(-8.13%), ...","Sat, 21 Jul 2018 14:00:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663456,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 161,000원(-1.91%) 하락한... "
1705,"[가상화폐 뉴스] 07월 21일 14시 30분 <b>비트코인</b>(-1.79%), 오미세고(-6.47%), ...","Sat, 21 Jul 2018 14:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663459,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 151,000원(-1.79%) 하락한... "
1618,"[가상화폐 뉴스] 07월 21일 15시 00분 <b>비트코인</b>(-1.44%), 오미세고(-5.46%), ...","Sat, 21 Jul 2018 15:00:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663460,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 121,000원(-1.44%) 하락한... "
1759,"[가상화폐 뉴스] 07월 21일 15시 30분 <b>비트코인</b>(-1.48%), 이더리움(0.08%), 이...","Sat, 21 Jul 2018 15:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663462,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 125,000원(-1.48%) 하락한 8... "
1738,"[가상화폐 뉴스] 07월 21일 16시 00분 <b>비트코인</b>(-0.8%), 이더리움(1.26%), 이...","Sat, 21 Jul 2018 16:00:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663466,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 67,000원(-0.8%) 하락한 8,318... "
1707,"[가상화폐 뉴스] 07월 21일 16시 30분 <b>비트코인</b>(-0.89%), 이더리움(1.04%), 이...","Sat, 21 Jul 2018 16:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663468,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 75,000원(-0.89%) 하락한 8... "
1699,"[가상화폐 뉴스] 07월 21일 17시 00분 <b>비트코인</b>(-1.68%), <b>비트코인</b> 골드(0.9%...","Sat, 21 Jul 2018 17:00:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663473,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 142,000원(-1.68%) 하락한 8... "
1638,"[가상화폐 뉴스] 07월 21일 17시 30분 <b>비트코인</b>(-2.05%), 이오스(-5.1%), 퀀텀...","Sat, 21 Jul 2018 17:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663483,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 174,000원(-2.05%) 하락한... "
1644,"[가상화폐 뉴스] 07월 21일 18시 00분 <b>비트코인</b>(-2.05%), 퀀텀(-5.52%), 이오...","Sat, 21 Jul 2018 18:00:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663487,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 173,000원(-2.05%) 하락한... "
1668,"[가상화폐 뉴스] 07월 21일 18시 30분 <b>비트코인</b>(-2.19%), 퀀텀(-5.3%), 이오스...","Sat, 21 Jul 2018 18:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663488,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 186,000원(-2.19%) 하락한... "
1642,"[가상화폐 뉴스] 07월 21일 19시 00분 <b>비트코인</b>(-1.76%), 이더리움(0.06%), 이...","Sat, 21 Jul 2018 19:00:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663489,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 149,000원(-1.76%) 하락한 8... "
1630,"[가상화폐 뉴스] 07월 21일 19시 30분 <b>비트코인</b>(-2.14%), 이오스(-5.81%), 퀀...","Sat, 21 Jul 2018 19:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663491,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 181,000원(-2.14%) 하락한... "
1597,"[가상화폐 뉴스] 07월 21일 20시 00분 <b>비트코인</b>(-2.1%), 이오스(-6.91%), 퀀텀...","Sat, 21 Jul 2018 20:00:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663493,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 178,000원(-2.1%) 하락한 8... "
1590,"[가상화폐 뉴스] 07월 21일 20시 30분 <b>비트코인</b>(-2.21%), 퀀텀(-5.83%), 이오...","Sat, 21 Jul 2018 20:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663496,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 187,000원(-2.21%) 하락한... "
1572,"[가상화폐 뉴스] 07월 21일 21시 30분 <b>비트코인</b>(-2.27%), <b>비트코인</b> 골드(-7.0...","Sat, 21 Jul 2018 21:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663498,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 192,000원(-2.27%) 하락한... "
1584,"[가상화폐 뉴스] 07월 21일 22시 00분 <b>비트코인</b>(-1.64%), <b>비트코인</b> 골드(-7.0...","Sat, 21 Jul 2018 22:00:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663500,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 139,000원(-1.64%) 하락한... "
1460,"[가상화폐 뉴스] 07월 21일 22시 30분 <b>비트코인</b>(-1.29%), <b>비트코인</b> 골드(-7.0...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663502,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 109,000원(-1.29%) 하락한... "
1650,"[가상화폐 뉴스] 07월 21일 23시 00분 <b>비트코인</b>(-1.54%), <b>비트코인</b> 골드(-7.0...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663503,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 130,000원(-1.54%) 하락한... "
1651,"[가상화폐 뉴스] 07월 22일 00시 30분 <b>비트코인</b>(-1.66%), 아이오타(0.88%), 퀀...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663504,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 141,000원(-1.66%) 하락한 8... "
1652,"[가상화폐 뉴스] 07월 22일 01시 00분 <b>비트코인</b>(-1.27%), 아이오타(1.77%), 퀀...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663505,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 107,000원(-1.27%) 하락한 8... "
1621,"[가상화폐 뉴스] <b>비트코인</b> 골드, 전일 대비 8,400원 (-7.06%) 내린 110,600원","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663506,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] <b>비트코인</b> 골드 최근 1개월 추세 (제공: 암호화폐 거래소 코인원) 07월 22일 00시 00분 현재 암호화폐 거래소 코인원에 따르면 <b>비트코인</b> 골드는 전일 대비 8,400원 (-7.06... "
1653,"[가상화폐 뉴스] 07월 21일 23시 30분 <b>비트코인</b>(-1.69%), <b>비트코인</b> 골드(-7.0...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663507,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 143,000원(-1.69%) 하락한 8... "
1654,"[가상화폐 뉴스] 07월 22일 00시 00분 <b>비트코인</b>(-1.7%), <b>비트코인</b> 골드(-7.06...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663508,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 144,000원(-1.7%) 하락한 8... "
1655,"[가상화폐 뉴스] 07월 22일 02시 00분 <b>비트코인</b>(-1.3%), 아이오타(1.77%), 이...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663509,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 110,000원(-1.3%) 하락한 8... "
1656,"[가상화폐 뉴스] 07월 22일 01시 30분 <b>비트코인</b>(-1.59%), 아이오타(0.88%), 이...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663510,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 135,000원(-1.59%) 하락한 8... "
1657,"[가상화폐 뉴스] 07월 22일 02시 30분 <b>비트코인</b>(-0.2%), 아이오타(3.6%), 라이...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663511,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 17,000원(-0.2%) 하락한 8... "
1658,"[가상화폐 뉴스] 07월 22일 03시 30분 <b>비트코인</b>(0.28%), 아이오타(2.68%), 이...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663512,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 23,000원(0.28%) 상승한 8... "
1306,"[가상화폐 뉴스] 07월 22일 03시 00분 <b>비트코인</b>(0.08%), 이오스(2.47%), 비트...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663513,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 7,000원(0.08%) 상승한 8,364... "
1659,"[가상화폐 뉴스] 07월 22일 04시 30분 <b>비트코인</b>(-0.53%), 리플(4.04%), 이더리...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663514,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 45,000원(-0.53%) 하락한 8... "
1660,"[가상화폐 뉴스] 07월 22일 05시 00분 <b>비트코인</b>(-0.2%), 리플(3.21%), 이더리...","Sun, 22 Jul 2018 05:19:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663515,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 17,000원(-0.2%) 하락한 8... "
1645,"[가상화폐 뉴스] 07월 22일 05시 30분 <b>비트코인</b>(0%), 리플(3.41%), <b>비트코인</b> ...","Sun, 22 Jul 2018 05:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663516,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 0원(0%) 변동없는 8,387... "
1633,"[가상화폐 뉴스] 07월 22일 06시 00분 <b>비트코인</b>(-0.33%), 이더리움(3.24%), 비...","Sun, 22 Jul 2018 06:00:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663517,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 28,000원(-0.33%) 하락한 8... "
1624,"[가상화폐 뉴스] 07월 22일 06시 30분 <b>비트코인</b>(-0.08%), 이더리움(3.38%), 비...","Sun, 22 Jul 2018 06:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663518,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 7,000원(-0.08%) 하락한 8... "
1612,"[가상화폐 뉴스] 07월 22일 07시 00분 <b>비트코인</b>(0.34%), 이더리움(4.13%), 비...","Sun, 22 Jul 2018 07:01:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663519,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 28,000원(0.34%) 상승한 8... "
1606,"[가상화폐 뉴스] 07월 22일 07시 30분 <b>비트코인</b>(0.41%), 아이오타(4.55%), 비...","Sun, 22 Jul 2018 07:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663521,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 34,000원(0.41%) 상승한 8... "
1591,"[가상화폐 뉴스] 07월 22일 08시 30분 <b>비트코인</b>(0.59%), 아이오타(3.6%), 비트...","Sun, 22 Jul 2018 08:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663529,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 49,000원(0.59%) 상승한 8... "
1582,"[가상화폐 뉴스] 07월 22일 09시 00분 <b>비트코인</b>(0.23%), 오미세고(2.86%), 비...","Sun, 22 Jul 2018 09:01:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663532,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 19,000원(0.23%) 상승한 8... "
1578,"[가상화폐 뉴스] 07월 22일 09시 30분 <b>비트코인</b>(0.89%), 아이오타(3.64%), 비...","Sun, 22 Jul 2018 09:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663534,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 74,000원(0.89%) 상승한 8... "
1556,"[가상화폐 뉴스] <b>비트코인</b> 캐시, 전일 대비 46,000원 (5.43%) 오른 892,500원","Sun, 22 Jul 2018 09:46:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663536,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] <b>비트코인</b> 캐시 최근 1개월 추세 (제공: 암호화폐 거래소 코인원) 07월 22일 09시 45분 현재 암호화폐 거래소 코인원에 따르면 <b>비트코인</b> 캐시는 전일 대비 46,000원 (5.43... "
1505,"[가상화폐 뉴스] 07월 22일 10시 00분 <b>비트코인</b>(0.01%), <b>비트코인</b> 캐시(5.56%...","Sun, 22 Jul 2018 10:01:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663540,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 1,000원(0.01%) 상승한 8,380... "
1501,"[가상화폐 뉴스] 07월 22일 11시 00분 <b>비트코인</b>(2.31%), <b>비트코인</b> 캐시(5.09%...","Sun, 22 Jul 2018 11:01:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663544,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 191,000원(2.31%) 상승한 8... "
1498,"[가상화폐 뉴스] 07월 22일 11시 30분 <b>비트코인</b>(1.81%), <b>비트코인</b> 캐시(4.63%...","Sun, 22 Jul 2018 11:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663554,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 150,000원(1.81%) 상승한 8... "
1494,"[가상화폐 뉴스] 07월 22일 12시 00분 <b>비트코인</b>(1.79%), <b>비트코인</b> 캐시(4.22%...","Sun, 22 Jul 2018 12:01:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663557,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 148,000원(1.79%) 상승한 8... "
1546,"[가상화폐 뉴스] 07월 22일 12시 30분 <b>비트코인</b>(1.66%), 이오스(4.1%), 비트코...","Sun, 22 Jul 2018 12:30:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663558,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 137,000원(1.66%) 상승한 8... "
1487,"[가상화폐 뉴스] 07월 22일 13시 00분 <b>비트코인</b>(1.47%), <b>비트코인</b> 캐시(3.83%...","Sun, 22 Jul 2018 13:01:00 +0900",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=215&aid=0000663563,http://news.naver.com/main/rea,"[한국경제TV 라이온봇 기자] [그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 &quot;코인원&quot;에 따르면 가상화폐 대장 격인 <b>비트코인</b>의 시세는 24시간 전 대비 121,000원(1.47%) 상승한 8... "
