id,sex,birth,age1,age,area,edu,income,k2,k3,k4,k6,k7,k8,k10,k12,k13,k14,ideo_self
332,1,1988,28,2,11,4,1,1,0,,1,,0,1,1,0,1,8
450,1,1993,23,2,6,2,1,0,,0,0,,0,1,1,0,1,3
452,1,1989,27,2,6,4,1,0,0,1,0,0,0,1,1,0,,5
535,1,1987,29,2,11,4,1,,,,,0,,1,,0,1,5
753,1,1988,28,2,11,4,2,1,0,1,1,0,0,0,0,0,1,5
785,1,1991,25,2,6,2,1,0,0,,1,,0,0,1,0,,6
885,1,1987,29,2,11,2,1,1,1,1,1,0,1,0,0,0,1,7
893,1,1994,22,2,11,2,1,1,0,1,1,1,0,1,0,1,1,8
212,2,1991,25,2,11,2,1,0,1,0,0,1,1,1,1,0,1,10
218,2,1992,24,2,11,3,1,,,,0,0,0,1,1,0,1,8
262,2,1988,28,2,6,4,1,1,,1,1,0,1,1,1,1,1,4
280,2,1990,26,2,10,5,1,1,1,1,,0,0,,0,1,1,7
555,2,1995,21,2,6,4,1,,1,1,0,1,0,1,1,0,0,7
712,2,1987,29,2,6,2,1,,,,,,0,,1,0,1,5
784,2,1996,20,2,6,4,1,,1,0,0,0,0,,1,0,1,3
810,2,1991,25,2,11,2,1,1,0,,0,1,1,1,0,0,1,6
1048,2,1990,26,2,10,4,1,,,0,,,0,,1,0,1,5
3,1,1949,67,6,5,2,1,1,1,,,0,0,1,1,0,1,5
459,1,1956,60,6,12,1,1,0,1,0,1,0,0,1,1,0,1,5
531,1,1954,62,6,12,2,1,1,1,1,0,,1,0,0,0,1,5
65,2,1953,63,6,5,2,4,0,1,0,1,0,1,1,1,0,1,5
321,2,1956,60,6,12,2,1,,0,1,1,0,1,0,1,0,1,5
163,1,1966,50,5,13,4,1,1,0,1,1,,1,0,1,1,1,8
164,1,1965,51,5,12,5,6,0,1,0,0,0,0,1,1,0,0,3
235,1,1958,58,5,5,4,4,0,1,1,1,0,0,0,0,0,1,5
295,1,1958,58,5,13,2,1,0,1,0,1,1,0,0,0,0,1,6
349,1,1966,50,5,12,4,5,0,1,0,1,0,,0,0,0,1,2
374,1,1966,50,5,13,5,1,1,0,1,1,1,1,0,0,1,1,10
380,1,1966,50,5,13,2,1,1,0,1,1,1,1,0,0,1,1,9
400,1,1966,50,5,12,2,1,,1,0,0,0,0,0,0,0,0,3
560,1,1966,50,5,12,2,1,0,1,0,0,0,1,1,1,0,1,7
604,1,1965,51,5,12,4,1,0,1,0,0,0,0,1,1,0,1,3
822,1,1966,50,5,5,4,1,0,1,0,0,0,0,1,1,0,,4
93,2,1959,57,5,5,3,1,,0,0,1,0,0,1,1,0,1,5
148,2,1966,50,5,12,2,1,1,0,1,1,1,0,1,1,,0,3
167,2,1961,55,5,12,4,1,0,,0,,,1,1,0,0,1,5
234,2,1966,50,5,12,4,1,1,0,,0,0,0,1,0,0,0,6
247,2,1963,53,5,12,2,1,1,0,0,0,,0,1,1,0,1,2
365,2,1966,50,5,12,2,9,0,1,0,0,0,0,1,1,0,1,3
512,2,1965,51,5,13,5,1,1,1,1,0,,,1,1,0,,6
539,2,1965,51,5,13,4,1,0,1,0,,,,,1,0,0,5
211,1,1975,41,4,13,3,1,0,1,0,1,0,0,1,0,0,0,1
229,1,1969,47,4,13,3,1,,,,0,,,,1,,,7
238,1,1975,41,4,5,2,1,,,,1,0,0,,0,0,1,4
428,1,1973,43,4,12,3,1,,,1,1,0,1,0,0,0,1,4
479,1,1974,42,4,12,4,1,0,1,0,0,0,1,1,1,0,0,5
484,1,1976,40,4,12,4,5,0,1,0,0,0,0,1,1,0,0,5
694,1,1969,47,4,12,3,1,1,1,0,0,0,0,0,,0,0,5
723,1,1967,49,4,5,2,1,0,0,1,1,0,,0,0,0,1,7
793,1,1968,48,4,13,3,3,0,1,1,0,0,1,0,0,0,1,2
995,1,1976,40,4,5,2,2,1,0,1,1,1,1,0,0,1,0,4
1029,1,1971,45,4,5,4,1,,,,,0,0,,0,0,1,4
151,2,1972,44,4,5,2,2,,1,0,,0,0,,,0,1,5
160,2,1972,44,4,12,4,3,0,1,0,1,0,0,1,1,0,1,2
264,2,1970,46,4,12,2,3,,,0,,0,0,0,0,0,1,5
368,2,1971,45,4,12,4,1,,,,,0,,,,0,1,5
389,2,1972,44,4,5,2,1,1,1,0,0,1,1,,0,0,1,6
394,2,1967,49,4,12,4,1,1,0,,0,0,0,0,1,0,1,7
520,2,1967,49,4,13,2,1,,1,,,0,0,,,0,,5
641,2,1967,49,4,13,2,1,1,,,,0,0,,1,0,,5
960,2,1975,41,4,13,2,1,1,0,1,1,,1,1,0,0,1,10
651,1,1981,35,3,13,2,1,,1,0,,,,,1,0,1,4
706,1,1984,32,3,5,3,2,1,,0,,1,0,,1,0,0,5
813,1,1978,38,3,5,4,1,0,1,0,0,0,0,1,1,0,1,8
873,1,1981,35,3,5,4,2,0,1,0,1,0,0,1,1,0,0,3
876,1,1980,36,3,12,2,1,0,0,0,1,1,1,1,1,0,1,0
952,1,1981,35,3,5,4,1,0,1,0,1,0,0,1,1,0,1,2
1017,1,1980,36,3,5,3,1,,1,1,1,0,,1,1,0,,5
1034,1,1980,36,3,12,4,1,1,1,1,1,0,0,1,0,0,0,5
154,2,1983,33,3,12,4,4,,,,,0,0,,1,0,0,0
196,2,1986,30,3,5,4,1,0,1,0,0,,0,,1,0,1,3
350,2,1979,37,3,12,2,1,,1,0,0,0,,,1,0,1,4
537,2,1986,30,3,13,3,1,,,0,,0,0,,1,0,1,3
199,1,1990,26,2,12,2,3,1,0,1,1,,0,,0,0,1,5
226,1,1994,22,2,5,2,10,,1,0,0,,,1,1,1,1,6
305,1,1991,25,2,5,4,1,0,0,0,1,0,0,0,1,0,1,3
318,1,1988,28,2,5,2,4,1,1,,1,0,1,,0,0,,5
327,1,1987,29,2,12,2,3,1,0,1,,0,,0,0,1,1,9
392,1,1989,27,2,12,2,1,0,1,1,1,0,0,0,0,0,1,1
588,1,1994,22,2,12,4,15,,0,0,0,0,,1,1,1,0,6
862,1,1989,27,2,5,4,15,1,0,0,0,0,0,1,1,0,1,10
988,1,1991,25,2,5,4,1,0,1,0,,0,0,1,1,0,1,4
323,2,1991,25,2,12,2,1,,,,,,0,,1,0,1,6
421,2,1989,27,2,5,4,1,,,0,,,0,,1,0,1,2
528,2,1996,20,2,13,5,1,,,,,,0,,,,,0
816,2,1987,29,2,13,3,1,0,1,1,1,0,0,0,0,0,1,5
890,2,1994,22,2,13,2,1,,,,,,,,,,,5
894,2,1993,23,2,12,4,1,1,,0,1,,0,1,1,,1,6
965,2,1991,25,2,12,2,1,,,,,,,,,,,5
1000,2,1995,21,2,12,3,4,1,,,,,0,,1,0,1,6
31,1,1956,60,6,3,3,1,,,,,,,,,,,6
60,1,1950,66,6,14,2,1,1,0,1,1,,0,0,0,1,1,8
69,1,1948,68,6,3,4,1,,1,,0,0,0,1,1,0,0,2
342,1,1954,62,6,3,4,1,1,0,0,1,0,0,0,1,0,1,4
634,1,1952,64,6,14,2,1,1,0,1,1,0,1,1,0,1,1,10
736,1,1951,65,6,14,2,1,1,0,1,1,0,0,1,0,1,1,10
68,2,1956,60,6,3,2,1,1,1,,,0,,0,1,0,1,4
48,1,1960,56,5,3,3,1,1,0,1,1,1,0,0,0,1,1,8
185,1,1965,51,5,3,3,1,0,,,1,0,,1,1,0,0,2
197,1,1965,51,5,3,3,1,0,,1,1,0,0,1,1,0,0,3
248,1,1966,50,5,14,2,1,1,0,1,1,1,1,0,0,1,1,10
253,1,1963,53,5,3,2,2,1,0,1,1,0,0,1,,0,1,6
372,1,1965,51,5,14,2,2,1,0,1,1,0,0,1,0,0,1,7
425,1,1966,50,5,14,4,1,,1,,1,0,0,,1,0,1,5
475,1,1966,50,5,3,3,1,1,1,0,1,0,1,1,0,0,1,8
477,1,1966,50,5,14,4,1,1,,0,0,,0,1,1,0,1,5
587,1,1965,51,5,14,4,1,0,1,0,1,0,1,0,0,0,1,2
614,1,1966,50,5,14,2,6,1,0,0,0,0,1,1,1,0,1,3
653,1,1966,50,5,3,4,5,1,0,1,1,1,1,0,0,1,1,8
748,1,1965,51,5,3,5,1,1,0,1,1,1,1,0,0,1,1,5
781,1,1966,50,5,14,4,1,1,0,1,1,1,0,0,0,1,1,7
84,2,1961,55,5,14,2,1,,0,1,1,,0,1,0,0,1,5
104,2,1960,56,5,3,2,1,1,0,1,1,0,1,0,1,0,1,8
143,2,1964,52,5,14,2,1,1,0,1,1,,,0,,1,0,7
405,2,1966,50,5,14,3,1,0,1,0,0,0,,1,1,0,0,3
348,1,1974,42,4,3,4,6,,0,,0,0,1,0,1,0,1,5
409,1,1976,40,4,14,3,1,,1,1,1,,0,0,1,0,,3
485,1,1967,49,4,14,5,1,,0,1,1,0,1,0,0,,1,6
529,1,1968,48,4,14,2,1,,1,1,1,0,0,,0,0,1,4
577,1,1967,49,4,14,2,7,1,1,1,1,0,1,1,0,0,1,3
626,1,1974,42,4,3,4,1,1,0,1,1,0,0,0,0,1,1,6
738,1,1967,49,4,14,4,1,1,0,1,1,1,1,0,0,1,1,7
796,1,1967,49,4,3,5,1,1,0,1,1,1,1,0,0,1,1,9
807,1,1967,49,4,3,4,1,0,,0,,0,1,0,0,0,0,7
978,1,1968,48,4,3,3,1,1,0,0,1,0,0,1,0,0,1,7
207,2,1970,46,4,3,4,1,0,1,0,0,,0,,0,0,0,6
243,2,1970,46,4,14,2,1,1,1,1,1,,1,1,1,0,1,10
376,2,1971,45,4,3,3,1,0,0,0,1,0,0,0,1,0,1,8
438,2,1976,40,4,14,2,1,1,1,0,0,0,0,1,0,0,0,0
524,2,1967,49,4,14,4,1,1,0,1,1,,,0,0,1,1,8
624,2,1974,42,4,3,3,1,0,,0,0,1,0,0,1,0,1,0
671,2,1967,49,4,3,4,1,1,0,1,1,1,,0,0,1,1,5
744,2,1967,49,4,3,4,1,,0,1,1,,0,,1,0,,5
872,2,1971,45,4,14,2,1,,,0,,,0,,1,0,1,5
982,2,1974,42,4,3,3,1,,0,0,0,,1,0,1,0,0,6
236,1,1982,34,3,3,3,1,1,0,1,1,,0,,,0,1,5
240,1,1980,36,3,3,2,1,1,1,1,1,0,0,0,0,0,1,7
241,1,1980,36,3,3,2,1,0,0,1,1,,0,0,1,0,1,5
245,1,1981,35,3,14,2,1,1,0,1,1,0,1,0,0,0,1,10
250,1,1981,35,3,14,2,1,1,0,1,1,0,1,0,0,0,1,10
324,1,1986,30,3,3,3,5,,0,1,1,1,1,1,1,0,1,8
346,1,1983,33,3,14,3,1,1,1,,0,1,1,0,1,1,,7
360,1,1978,38,3,3,2,1,1,1,0,1,0,1,1,1,1,0,10
582,1,1981,35,3,14,2,2,1,0,1,,,,,1,0,,5
909,1,1977,39,3,14,4,1,0,,0,1,0,0,1,1,0,1,6
166,2,1981,35,3,3,3,2,,,0,,,0,1,,0,,3
184,2,1984,32,3,14,3,1,1,0,0,1,0,0,,0,0,1,0
194,2,1979,37,3,3,3,6,1,0,1,0,1,0,1,0,1,0,6
200,2,1986,30,3,14,2,1,1,1,0,,,0,,1,0,0,5
215,2,1981,35,3,3,4,3,,1,0,1,0,1,,1,0,1,3
317,2,1981,35,3,3,3,1,1,,1,1,,1,,1,0,0,5
449,2,1979,37,3,14,3,1,,1,0,,0,0,,1,0,,5
551,2,1981,35,3,14,2,2,,,1,1,,0,,,,1,5
931,2,1985,31,3,14,4,1,1,0,1,1,1,0,0,0,1,1,7
292,1,1988,28,2,14,4,1,,,,,,0,,0,1,1,6
356,1,1990,26,2,14,4,1,1,0,0,0,1,1,1,1,,,7
381,1,1996,20,2,3,2,3,0,1,0,1,0,0,1,1,0,1,4
500,1,1987,29,2,3,4,1,1,1,0,0,,0,1,0,0,1,3
788,1,1994,22,2,14,4,1,1,0,1,0,0,1,0,0,1,0,7
817,1,1995,21,2,14,4,1,1,0,1,0,1,1,0,1,1,1,5
928,1,1996,20,2,3,3,1,0,0,,1,1,1,0,0,1,0,5
1016,1,1991,25,2,14,3,2,1,1,0,0,1,0,1,1,0,1,9
1047,1,1991,25,2,3,2,1,1,1,,1,,0,,,0,,5
267,2,1989,27,2,3,5,1,,1,,,0,0,1,1,0,1,5
282,2,1992,24,2,3,4,1,1,,0,0,0,0,1,1,0,1,3
363,2,1996,20,2,14,2,2,1,1,1,1,0,0,0,1,0,1,0
480,2,1992,24,2,3,4,1,0,1,0,0,0,0,1,1,0,1,3
549,2,1995,21,2,3,4,1,,0,1,1,1,0,0,0,,0,4
583,2,1994,22,2,14,2,1,,1,0,1,1,0,,1,0,1,5
845,2,1990,26,2,3,5,1,1,0,1,1,0,0,0,1,0,1,4
924,2,1996,20,2,14,4,2,1,1,1,1,0,0,,0,0,1,5
18,1,1954,62,6,2,2,1,1,0,1,1,,,0,0,1,1,7
25,1,1952,64,6,2,3,2,1,,1,1,,1,0,0,1,,5
40,1,1955,61,6,2,2,2,1,0,1,1,0,1,0,0,1,1,6
57,1,1956,60,6,2,2,1,1,0,1,1,0,1,1,1,1,1,10
59,1,1956,60,6,15,3,1,1,0,1,1,1,1,0,0,1,0,7
72,1,1955,61,6,2,2,1,1,0,1,1,1,1,1,0,1,1,4
74,1,1951,65,6,2,3,1,1,0,1,1,1,1,0,0,1,1,10
187,1,1956,60,6,7,2,1,1,,1,1,1,1,0,0,1,1,7
208,1,1956,60,6,2,4,1,1,0,1,1,,1,0,0,1,1,6
209,1,1952,64,6,15,4,1,1,0,1,1,1,1,0,0,1,0,8
423,1,1956,60,6,2,3,1,0,1,0,0,0,0,1,1,0,0,3
620,1,1953,63,6,2,2,1,,0,1,1,1,0,0,0,1,0,10
709,1,1954,62,6,2,4,1,1,0,1,1,0,1,0,0,1,1,6
764,1,1956,60,6,15,2,1,0,1,0,1,0,0,1,1,1,0,3
95,2,1956,60,6,2,2,3,0,1,0,1,0,0,1,1,0,1,4
123,2,1955,61,6,15,2,3,1,0,1,1,,0,0,0,1,1,8
138,1,1966,50,5,2,4,1,1,0,1,1,1,1,0,0,1,1,7
204,1,1966,50,5,2,4,2,1,1,0,0,0,1,0,0,1,0,3
228,1,1965,51,5,2,3,1,1,0,1,1,1,0,0,0,0,1,8
259,1,1966,50,5,2,4,1,1,0,1,1,0,1,0,1,0,1,3
263,1,1962,54,5,2,2,1,1,0,1,1,0,1,0,1,1,1,8
307,1,1961,55,5,2,3,1,1,0,1,1,1,1,0,0,1,1,10
386,1,1964,52,5,15,4,5,0,1,0,0,0,0,1,1,0,1,2
402,1,1966,50,5,15,4,1,1,0,,1,0,1,0,1,1,1,8
406,1,1966,50,5,2,3,7,1,1,1,1,1,0,0,0,0,1,6
434,1,1966,50,5,15,4,1,0,1,0,1,0,0,1,1,0,0,3
664,1,1966,50,5,2,4,1,0,1,0,1,1,1,0,1,0,1,5
699,1,1966,50,5,15,4,1,0,1,1,1,0,0,1,0,0,1,2
767,1,1966,50,5,2,4,1,0,1,0,1,0,0,,0,0,1,5
777,1,1957,59,5,2,4,1,1,,1,1,1,1,0,1,1,1,5
787,1,1966,50,5,2,4,1,1,0,1,1,,,,0,,1,6
834,1,1966,50,5,2,5,1,0,,0,0,0,1,,0,0,1,5
840,1,1966,50,5,7,4,6,0,1,0,0,0,0,1,1,0,0,1
21,2,1960,56,5,7,4,4,0,1,0,,,0,0,0,0,1,3
41,2,1957,59,5,2,2,1,1,0,1,1,,,0,0,1,1,9
67,2,1961,55,5,15,4,1,1,0,1,1,0,1,0,0,1,1,5
70,2,1961,55,5,2,1,1,1,0,,0,0,0,0,,0,,5
80,2,1957,59,5,2,2,1,1,1,0,1,0,0,1,,0,1,5
216,2,1962,54,5,2,3,5,1,0,0,0,0,0,,1,0,1,4
246,2,1964,52,5,7,2,1,1,,1,1,1,0,0,0,,0,5
403,2,1966,50,5,2,4,7,,1,0,0,,0,,,0,0,3
558,2,1966,50,5,2,3,1,1,,1,,,0,,1,0,1,5
951,2,1966,50,5,2,3,1,1,0,1,1,,0,0,0,0,1,5
565,1,1967,49,4,2,4,1,0,1,0,1,0,0,1,1,0,,4
576,1,1967,49,4,15,4,1,0,1,0,0,0,0,1,1,0,0,4
606,1,1974,42,4,2,5,1,1,1,1,,1,1,0,0,1,1,7
612,1,1974,42,4,2,5,1,1,1,1,,1,1,0,0,1,1,7
621,1,1971,45,4,15,4,2,0,0,1,1,0,0,,0,,0,5
627,1,1974,42,4,2,3,2,1,0,1,1,0,0,0,0,1,1,8
633,1,1967,49,4,2,5,8,0,1,0,0,0,0,1,1,0,,3
636,1,1974,42,4,2,5,1,1,,1,,1,1,0,0,1,1,7
652,1,1967,49,4,2,3,1,1,0,1,1,,1,,0,0,1,6
687,1,1968,48,4,2,2,3,1,1,1,0,0,0,0,0,0,0,5
701,1,1969,47,4,2,4,3,0,1,0,0,0,0,1,1,0,1,2
730,1,1967,49,4,2,2,3,0,1,1,0,0,1,0,0,1,1,0
818,1,1967,49,4,2,4,1,0,,0,1,0,1,,0,0,1,3
821,1,1967,49,4,2,2,1,,,,,,,,,,,5
832,1,1968,48,4,2,3,1,1,0,0,1,0,0,0,0,1,1,10
843,1,1968,48,4,2,4,2,0,0,1,1,0,0,1,0,0,1,5
14,2,1970,46,4,15,4,1,,1,,,,0,,1,1,0,2
90,2,1967,49,4,2,2,7,0,1,1,1,0,0,0,0,0,1,6
139,2,1967,49,4,15,2,1,,,0,1,,0,0,1,,1,1
188,2,1969,47,4,2,2,1,1,0,1,1,0,0,0,1,0,1,5
192,2,1975,41,4,2,2,1,1,1,,1,,,,,,,5
223,2,1974,42,4,15,4,5,1,1,0,1,0,1,1,1,0,1,5
326,2,1975,41,4,2,2,1,,,,,,0,,,0,1,5
358,2,1971,45,4,2,4,1,1,0,1,1,1,1,1,0,1,1,8
510,2,1967,49,4,2,4,1,1,0,1,1,1,1,0,0,1,1,9
690,2,1968,48,4,15,3,1,0,1,0,0,0,0,1,1,0,0,2
863,2,1972,44,4,2,4,1,0,1,0,0,0,1,1,1,0,1,3
362,1,1982,34,3,15,4,3,0,0,,,0,1,,,,,4
397,1,1981,35,3,2,4,1,1,0,1,1,0,,0,0,1,1,6
443,1,1981,35,3,7,5,3,0,1,0,1,0,1,0,,0,1,7
589,1,1982,34,3,2,3,1,1,0,1,1,1,0,,0,,1,6
591,1,1980,36,3,7,4,1,0,0,0,1,0,,,0,0,1,5
594,1,1982,34,3,2,2,1,,,1,1,,0,,0,0,1,5
661,1,1986,30,3,15,3,1,1,,,,0,0,,1,0,0,3
705,1,1981,35,3,15,4,1,0,0,0,1,0,1,0,1,0,0,5
761,1,1986,30,3,2,4,8,,,0,1,1,0,,1,0,1,5
868,1,1982,34,3,2,5,1,,1,0,1,0,0,0,0,0,0,6
899,1,1981,35,3,2,4,1,0,1,1,0,,0,1,1,0,1,8
966,1,1981,35,3,7,4,1,1,0,0,1,1,1,1,1,1,,5
1036,1,1981,35,3,2,3,1,1,,,1,0,,0,1,0,1,8
1039,1,1978,38,3,2,2,1,,0,0,1,0,0,0,0,0,1,5
219,2,1979,37,3,15,2,2,1,1,0,1,0,0,1,0,0,1,5
222,2,1978,38,3,2,3,3,,1,0,0,0,,,,0,,5
278,2,1985,31,3,2,3,1,,1,,1,0,0,,1,0,,5
384,2,1985,31,3,2,2,2,,,,0,0,0,0,0,0,0,5
451,2,1983,33,3,15,4,4,0,1,0,,0,0,1,1,0,1,3
478,2,1983,33,3,2,4,1,,,,,,0,,1,0,1,6
506,2,1983,33,3,15,4,1,,0,0,1,0,0,0,1,0,1,6
563,2,1984,32,3,2,4,1,1,1,1,1,1,0,0,0,0,1,3
714,2,1983,33,3,2,4,3,,,,,,,,,,,5
751,2,1980,36,3,7,2,1,1,0,1,1,,1,1,0,,0,8
911,2,1982,34,3,2,3,2,0,1,0,0,0,0,1,1,0,1,1
953,2,1980,36,3,15,3,2,0,0,0,0,1,,0,0,0,,0
969,2,1982,34,3,2,3,1,0,0,0,1,0,1,0,0,1,1,10
1041,2,1982,34,3,2,3,1,,,0,,0,0,1,1,0,1,6
155,1,1989,27,2,2,2,3,1,0,0,0,1,,,,,,1
169,1,1993,23,2,15,4,1,,0,1,1,0,0,,0,0,1,0
178,1,1990,26,2,2,4,14,,,,0,0,0,0,0,0,1,6
203,1,1994,22,2,2,1,3,1,0,,0,0,0,1,1,0,1,5
268,1,1990,26,2,2,5,1,0,,,1,,0,1,1,0,1,7
272,1,1996,20,2,7,3,3,,0,1,0,0,0,1,1,0,1,7
385,1,1993,23,2,2,4,1,0,,1,1,1,,,0,1,1,8
418,1,1987,29,2,2,4,2,,1,1,1,,0,,,0,1,4
435,1,1990,26,2,2,4,1,1,1,1,1,0,0,0,0,0,1,7
474,1,1992,24,2,7,4,1,1,0,1,1,0,0,,0,0,1,4
605,1,1994,22,2,2,2,1,1,1,0,1,0,0,,1,0,0,5
654,1,1992,24,2,2,2,1,,0,1,,0,1,,,,,5
153,2,1987,29,2,2,2,1,1,,,1,0,0,0,1,0,0,5
170,2,1996,20,2,2,2,1,,,0,1,,0,1,1,0,1,4
201,2,1989,27,2,2,4,2,,0,,1,0,0,1,0,0,1,5
410,2,1989,27,2,7,3,1,0,0,1,0,1,0,0,0,0,1,6
536,2,1987,29,2,15,4,4,0,1,0,0,0,0,1,1,0,0,4
645,2,1993,23,2,2,4,1,1,0,0,0,,0,0,0,0,1,4
792,2,1996,20,2,2,3,1,,0,,1,0,0,0,1,0,1,5
897,2,1987,29,2,7,4,1,1,,,,,0,,,0,1,7
910,2,1992,24,2,2,2,4,,,,,,0,,1,0,1,5
927,2,1993,23,2,15,4,1,1,1,1,1,,0,1,0,0,1,5
981,2,1996,20,2,7,4,1,0,1,0,1,0,0,0,0,0,1,5
1030,2,1987,29,2,2,3,10,1,,0,0,0,1,1,1,1,0,6
94,1,1956,60,6,16,2,1,1,1,1,1,0,1,0,0,0,1,5
490,2,1956,60,6,16,4,1,1,0,,,1,1,0,0,1,1,5
597,1,1966,50,5,16,5,1,1,0,1,1,,1,0,0,1,1,0
646,1,1966,50,5,16,2,1,1,1,1,1,0,1,0,0,0,1,5
127,2,1966,50,5,16,2,1,,0,1,0,0,,1,1,0,1,5
217,2,1961,55,5,16,2,3,1,0,,,,1,1,1,0,1,5
237,1,1970,46,4,16,2,1,0,0,0,1,0,0,1,1,0,1,5
331,1,1968,48,4,16,2,1,0,1,0,1,,1,1,1,0,0,2
562,1,1974,42,4,16,2,2,,1,0,1,0,1,,1,0,1,0
919,2,1970,46,4,16,2,1,,0,1,1,,1,0,0,1,0,5
296,1,1985,31,3,16,3,1,1,1,0,0,0,0,0,0,0,0,0
344,1,1982,34,3,16,5,1,1,0,1,1,0,1,0,1,0,1,9
345,1,1981,35,3,16,4,2,,1,0,,0,0,,0,0,,5
354,1,1980,36,3,16,2,1,,,1,1,,0,1,,0,0,7
162,2,1985,31,3,16,4,6,0,1,0,0,0,0,1,0,0,1,3
195,2,1980,36,3,16,3,1,1,1,0,0,0,0,1,0,0,1,7
341,1,1990,26,2,16,5,1,,,,,,,,,,,3
