"cityName","dataTime","so2Value","coValue","o3Value","no2Value","pm10Value","pm25Value","lon","lat"
"동작구","2018-07-25 23:00","0.004","0.3","0.010","0.031","46","20",126.9392525,37.512402
"마포구","2018-07-25 14:00","0.005","0.4","0.061","0.014","0","0",126.9084211,37.5637561
"마포구","2018-07-25 19:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 13:00","0.005","0.4","0.051","0.015","35","21",126.9084211,37.5637561
"마포구","2018-07-25 22:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 11:00","0.005","0.3","0.036","0.015","28","21",126.9084211,37.5637561
"마포구","2018-07-25 23:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 10:00","0.005","0.3","0.032","0.014","27","21",126.9084211,37.5637561
"마포구","2018-07-26 01:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-26 02:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-26 03:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 12:00","0.005","0.4","0.039","0.017","27","23",126.9084211,37.5637561
"마포구","2018-07-26 04:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 15:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-26 07:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 16:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 17:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 18:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-26 09:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 20:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-26 08:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 21:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-26 06:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-25 24:00","0","0","0","0","0","0",126.9084211,37.5637561
"마포구","2018-07-26 05:00","0","0","0","0","0","0",126.9084211,37.5637561
"서대문구","2018-07-25 20:00","0.004","0.6","0.021","0.026","35","21",126.9367789,37.5791158
"서대문구","2018-07-25 22:00","0.005","0.5","0.014","0.018","29","23",126.9367789,37.5791158
"서대문구","2018-07-25 10:00","0.004","0.6","0.021","0.017","31","21",126.9367789,37.5791158
"서대문구","2018-07-25 24:00","0.006","0.5","0.011","0.013","27","22",126.9367789,37.5791158
"서대문구","2018-07-25 19:00","0.004","0.6","0.035","0.017","34","19",126.9367789,37.5791158
"서대문구","2018-07-25 21:00","0.005","0.5","0.018","0.021","32","21",126.9367789,37.5791158
"서대문구","2018-07-26 04:00","0.003","0.5","0.015","0.007","21","15",126.9367789,37.5791158
"서대문구","2018-07-25 12:00","0.004","0.5","0.029","0.015","38","24",126.9367789,37.5791158
"서대문구","2018-07-25 18:00","0.004","0.6","0.041","0.013","35","24",126.9367789,37.5791158
"서대문구","2018-07-25 11:00","0.003","0.5","0.027","0.017","28","19",126.9367789,37.5791158
"서대문구","2018-07-26 08:00","0.004","0.6","0.012","0.013","29","17",126.9367789,37.5791158
"서대문구","2018-07-26 06:00","0.004","0.6","0.011","0.011","26","23",126.9367789,37.5791158
"서대문구","2018-07-26 02:00","0.005","0.6","0.005","0.019","29","22",126.9367789,37.5791158
"서대문구","2018-07-26 03:00","0.004","0.5","0.010","0.012","29","21",126.9367789,37.5791158
"서대문구","2018-07-25 14:00","0.004","0.5","0.051","0.014","33","26",126.9367789,37.5791158
"서대문구","2018-07-25 17:00","0.004","0.6","0.050","0.014","41","26",126.9367789,37.5791158
"서대문구","2018-07-25 23:00","0.004","0.5","0.016","0.010","25","18",126.9367789,37.5791158
"서대문구","2018-07-26 05:00","0.003","0.5","0.014","0.008","24","18",126.9367789,37.5791158
"서대문구","2018-07-26 01:00","0.005","0.6","0.006","0.018","27","23",126.9367789,37.5791158
"서대문구","2018-07-26 07:00","0.003","0.5","0.014","0.010","26","23",126.9367789,37.5791158
"서대문구","2018-07-25 13:00","0.004","0.6","0.037","0.019","34","25",126.9367789,37.5791158
"서대문구","2018-07-25 16:00","0.004","0.5","0.047","0.012","38","27",126.9367789,37.5791158
"서대문구","2018-07-26 09:00","0.004","0.6","0.013","0.017","28","27",126.9367789,37.5791158
"서대문구","2018-07-25 15:00","0.004","0.5","0.047","0.013","37","27",126.9367789,37.5791158
"서초구","2018-07-25 22:00","0.009","0.2","0.015","0.028","29","19",127.0324112,37.4837121
"서초구","2018-07-25 21:00","0.005","0.3","0.022","0.024","20","12",127.0324112,37.4837121
"서초구","2018-07-25 19:00","0.004","0.2","0.044","0.014","29","19",127.0324112,37.4837121
"서초구","2018-07-25 20:00","0.005","0.3","0.031","0.020","24","15",127.0324112,37.4837121
"서초구","2018-07-26 04:00","0.005","0.2","0.016","0.012","18","17",127.0324112,37.4837121
"서초구","2018-07-25 16:00","0.005","0.3","0.054","0.013","38","21",127.0324112,37.4837121
"서초구","2018-07-25 18:00","0.004","0.3","0.049","0.012","34","17",127.0324112,37.4837121
"서초구","2018-07-25 23:00","0.016","0.2","0.012","0.024","28","16",127.0324112,37.4837121
"서초구","2018-07-25 14:00","0.004","0.2","0.056","0.013","33","21",127.0324112,37.4837121
"서초구","2018-07-26 08:00","0.004","0.2","0.017","0.015","26","17",127.0324112,37.4837121
"서초구","2018-07-25 17:00","0.004","0.2","0.054","0.012","30","24",127.0324112,37.4837121
"서초구","2018-07-25 10:00","0.004","0.3","0.028","0.014","25","16",127.0324112,37.4837121
"서초구","2018-07-25 11:00","0.004","0.3","0.035","0.014","33","20",127.0324112,37.4837121
"서초구","2018-07-26 03:00","0.004","0.2","0.017","0.011","18","13",127.0324112,37.4837121
"서초구","2018-07-25 12:00","0.004","0.3","0.038","0.014","37","19",127.0324112,37.4837121
"서초구","2018-07-26 09:00","0.004","0.3","0.020","0.017","33","15",127.0324112,37.4837121
"서초구","2018-07-25 13:00","0.004","0.2","0.046","0.014","36","25",127.0324112,37.4837121
"서초구","2018-07-26 07:00","0.004","0.3","0.016","0.015","23","15",127.0324112,37.4837121
"서초구","2018-07-26 05:00","0.005","0.3","0.016","0.013","21","17",127.0324112,37.4837121
"서초구","2018-07-26 06:00","0.004","0.2","0.016","0.013","27","15",127.0324112,37.4837121
"서초구","2018-07-25 15:00","0.004","0.3","0.061","0.013","31","23",127.0324112,37.4837121
"서초구","2018-07-26 02:00","0.005","0.2","0.019","0.010","21","14",127.0324112,37.4837121
"서초구","2018-07-25 24:00","0.009","0.3","0.008","0.028","26","20",127.0324112,37.4837121
"서초구","2018-07-26 01:00","0.005","0.2","0.015","0.017","23","17",127.0324112,37.4837121
"성동구","2018-07-26 03:00","0.005","0.2","0.008","0.014","19","13",127.0371025,37.5633415
"성동구","2018-07-25 19:00","0.005","0.2","0.025","0.021","33","21",127.0371025,37.5633415
"성동구","2018-07-25 14:00","0.005","0.2","0.033","0.015","0","0",127.0371025,37.5633415
"성동구","2018-07-25 11:00","0","0","0","0","0","0",127.0371025,37.5633415
"성동구","2018-07-25 20:00","0.004","0.2","0.019","0.022","0","28",127.0371025,37.5633415
"성동구","2018-07-25 15:00","0.005","0.2","0.036","0.016","0","0",127.0371025,37.5633415
"성동구","2018-07-25 13:00","0.005","0.2","0.026","0.015","0","0",127.0371025,37.5633415
"성동구","2018-07-25 23:00","0.005","0.2","0.010","0.022","32","10",127.0371025,37.5633415
"성동구","2018-07-25 16:00","0.005","0.3","0.035","0.016","0","11",127.0371025,37.5633415
"성동구","2018-07-26 04:00","0.005","0.3","0.011","0.012","25","23",127.0371025,37.5633415
"성동구","2018-07-25 22:00","0.005","0.3","0.010","0.028","30","28",127.0371025,37.5633415
"성동구","2018-07-25 18:00","0.004","0.2","0.028","0.020","20","8",127.0371025,37.5633415
"성동구","2018-07-26 08:00","0.005","0.3","0.008","0.017","25","13",127.0371025,37.5633415
"성동구","2018-07-26 06:00","0.005","0.3","0.010","0.014","0","0",127.0371025,37.5633415
"성동구","2018-07-25 10:00","0","0","0","0","0","0",127.0371025,37.5633415
"성동구","2018-07-26 02:00","0.005","0.2","0.008","0.016","25","11",127.0371025,37.5633415
"성동구","2018-07-26 07:00","0.005","0.3","0.008","0.016","0","0",127.0371025,37.5633415
"성동구","2018-07-25 12:00","0.006","0.2","0.020","0","0","0",127.0371025,37.5633415
"성동구","2018-07-26 09:00","0.006","0.4","0.011","0.017","0","18",127.0371025,37.5633415
"성동구","2018-07-25 17:00","0.004","0.2","0.033","0.017","0","6",127.0371025,37.5633415
"성동구","2018-07-26 05:00","0.005","0.3","0.012","0.010","37","18",127.0371025,37.5633415
"성동구","2018-07-25 21:00","0.005","0.3","0.010","0.030","0","22",127.0371025,37.5633415
"성동구","2018-07-26 01:00","0.005","0.3","0.006","0.021","26","16",127.0371025,37.5633415
"성동구","2018-07-25 24:00","0.005","0.2","0.007","0.021","30","15",127.0371025,37.5633415
"성북구","2018-07-26 03:00","0.004","0.4","0.006","0.016","37","18",127.0182146,37.589116
"성북구","2018-07-25 13:00","0.003","0.5","0.030","0.021","33","23",127.0182146,37.589116
"성북구","2018-07-25 23:00","0.005","0.4","0.012","0.020","27","23",127.0182146,37.589116
"성북구","2018-07-25 14:00","0.003","0.5","0.040","0.020","41","26",127.0182146,37.589116
"성북구","2018-07-25 22:00","0.004","0.4","0.013","0.024","29","19",127.0182146,37.589116
"성북구","2018-07-25 20:00","0.004","0.5","0.021","0.027","40","23",127.0182146,37.589116
"성북구","2018-07-25 11:00","0.003","0.5","0.023","0.019","31","19",127.0182146,37.589116
"성북구","2018-07-26 04:00","0.003","0.4","0.012","0.013","43","17",127.0182146,37.589116
"성북구","2018-07-25 12:00","0.003","0.5","0.026","0.021","38","24",127.0182146,37.589116
"성북구","2018-07-25 10:00","0.003","0.4","0.019","0.017","27","17",127.0182146,37.589116
"성북구","2018-07-26 09:00","0.003","0.6","0.001","0.027","47","23",127.0182146,37.589116
"성북구","2018-07-26 05:00","0.005","0.5","0.009","0.015","33","23",127.0182146,37.589116
"성북구","2018-07-25 21:00","0.004","0.5","0.015","0.028","39","28",127.0182146,37.589116
"성북구","2018-07-26 02:00","0.005","0.4","0.005","0.018","30","20",127.0182146,37.589116
"성북구","2018-07-25 15:00","0.003","0.5","0.044","0.024","43","29",127.0182146,37.589116
"성북구","2018-07-25 18:00","0.003","0.5","0.034","0.027","44","27",127.0182146,37.589116
"성북구","2018-07-25 16:00","0.003","0.5","0.043","0.024","46","29",127.0182146,37.589116
"성북구","2018-07-26 08:00","0.003","0.6","0.001","0.027","33","20",127.0182146,37.589116
"성북구","2018-07-25 24:00","0.004","0.4","0.011","0.016","28","19",127.0182146,37.589116
"성북구","2018-07-25 17:00","0.003","0.5","0.040","0.026","41","29",127.0182146,37.589116
"성북구","2018-07-25 19:00","0.003","0.5","0.026","0.027","39","24",127.0182146,37.589116
"성북구","2018-07-26 07:00","0.004","0.5","0.003","0.023","36","23",127.0182146,37.589116
"성북구","2018-07-26 01:00","0.004","0.4","0.008","0.017","28","15",127.0182146,37.589116
"성북구","2018-07-26 06:00","0.005","0.6","0.006","0.019","33","20",127.0182146,37.589116
"송파구","2018-07-26 03:00","0.004","0.6","0.009","0.019","24","13",127.1065971,37.5145437
"송파구","2018-07-26 04:00","0.004","0.6","0.008","0.018","24","15",127.1065971,37.5145437
"송파구","2018-07-25 11:00","0.004","0.6","0.031","0.011","26","22",127.1065971,37.5145437
"송파구","2018-07-26 02:00","0.004","0.5","0.012","0.017","27","23",127.1065971,37.5145437
"송파구","2018-07-25 12:00","0.004","0.6","0.037","0.012","35","23",127.1065971,37.5145437
"송파구","2018-07-26 09:00","0.004","0.6","0.016","0.017","23","21",127.1065971,37.5145437
"송파구","2018-07-25 20:00","0.004","0.6","0.036","0.019","31","18",127.1065971,37.5145437
"송파구","2018-07-25 14:00","0.003","0.6","0.055","0.010","32","19",127.1065971,37.5145437
"송파구","2018-07-25 21:00","0.004","0.6","0.030","0.018","37","17",127.1065971,37.5145437
"송파구","2018-07-25 22:00","0.004","0.6","0.020","0.024","35","22",127.1065971,37.5145437
"송파구","2018-07-25 15:00","0.003","0.6","0.058","0.009","29","20",127.1065971,37.5145437
"송파구","2018-07-26 01:00","0.007","0.6","0.005","0.026","30","18",127.1065971,37.5145437
"송파구","2018-07-25 19:00","0.004","0.6","0.049","0.014","30","27",127.1065971,37.5145437
"송파구","2018-07-25 24:00","0.006","0.6","0.006","0.030","36","21",127.1065971,37.5145437
"송파구","2018-07-26 06:00","0.004","0.6","0.008","0.019","25","15",127.1065971,37.5145437
"송파구","2018-07-25 13:00","0.003","0.6","0.044","0.010","27","19",127.1065971,37.5145437
"송파구","2018-07-25 23:00","0.005","0.6","0.008","0.032","32","21",127.1065971,37.5145437
"송파구","2018-07-26 08:00","0.004","0.6","0.011","0.018","27","16",127.1065971,37.5145437
"송파구","2018-07-25 16:00","0.004","0.6","0.061","0.010","29","20",127.1065971,37.5145437
"송파구","2018-07-26 05:00","0.004","0.6","0.008","0.020","26","22",127.1065971,37.5145437
"송파구","2018-07-25 18:00","0.004","0.6","0.056","0.011","37","21",127.1065971,37.5145437
"송파구","2018-07-26 07:00","0.003","0.6","0.006","0.019","27","21",127.1065971,37.5145437
"송파구","2018-07-25 10:00","0.004","0.6","0.026","0.012","38","27",127.1065971,37.5145437
"송파구","2018-07-25 17:00","0.004","0.6","0.064","0.010","34","27",127.1065971,37.5145437
"양천구","2018-07-25 12:00","0.004","0.3","0.029","0.016","32","21",126.8663985,37.5168721
"양천구","2018-07-25 19:00","0.003","0.3","0.028","0.020","36","24",126.8663985,37.5168721
"양천구","2018-07-25 21:00","0.004","0.3","0.012","0.028","35","22",126.8663985,37.5168721
"양천구","2018-07-26 02:00","0.004","0.3","0.011","0.015","36","21",126.8663985,37.5168721
"양천구","2018-07-25 20:00","0.003","0.3","0.023","0.021","35","19",126.8663985,37.5168721
"양천구","2018-07-25 14:00","0.003","0.4","0.041","0.016","28","16",126.8663985,37.5168721
"양천구","2018-07-25 11:00","0.002","0.3","0.025","0.019","35","23",126.8663985,37.5168721
"양천구","2018-07-25 24:00","0.004","0.3","0.007","0.025","42","23",126.8663985,37.5168721
"양천구","2018-07-26 03:00","0.005","0.3","0.012","0.013","36","23",126.8663985,37.5168721
"양천구","2018-07-25 13:00","0.003","0.3","0.037","0.015","25","15",126.8663985,37.5168721
"양천구","2018-07-26 04:00","0.005","0.3","0.009","0.015","46","27",126.8663985,37.5168721
"양천구","2018-07-26 01:00","0.003","0.3","0.011","0.017","36","24",126.8663985,37.5168721
"양천구","2018-07-25 22:00","0.007","0.3","0.009","0.026","44","25",126.8663985,37.5168721
"양천구","2018-07-26 05:00","0.003","0.2","0.014","0.010","40","26",126.8663985,37.5168721
"양천구","2018-07-25 18:00","0.003","0.3","0.038","0.018","36","23",126.8663985,37.5168721
"양천구","2018-07-25 23:00","0.005","0.3","0.005","0.028","41","23",126.8663985,37.5168721
"양천구","2018-07-26 08:00","0.003","0.3","0.010","0.021","36","24",126.8663985,37.5168721
"양천구","2018-07-26 09:00","0.004","0.3","0.015","0.019","44","29",126.8663985,37.5168721
"양천구","2018-07-25 17:00","0.004","0.3","0.044","0.017","37","23",126.8663985,37.5168721
"양천구","2018-07-25 10:00","0.003","0.3","0.022","0.015","27","16",126.8663985,37.5168721
"양천구","2018-07-25 16:00","0.004","0.3","0.039","0.015","30","17",126.8663985,37.5168721
"양천구","2018-07-26 06:00","0.003","0.3","0.015","0.012","45","28",126.8663985,37.5168721
"양천구","2018-07-26 07:00","0.003","0.3","0.009","0.020","45","29",126.8663985,37.5168721
"양천구","2018-07-25 15:00","0.003","0.3","0.034","0.017","35","22",126.8663985,37.5168721
"영등포구","2018-07-25 14:00","0.006","0.5","0.045","0.018","46","27",126.8962283,37.5263715
"영등포구","2018-07-25 12:00","0.005","0.5","0.028","0.020","41","22",126.8962283,37.5263715
"영등포구","2018-07-25 16:00","0.005","0.6","0.036","0.016","43","28",126.8962283,37.5263715
"영등포구","2018-07-25 21:00","0.005","0.5","0.012","0.027","36","22",126.8962283,37.5263715
"영등포구","2018-07-26 04:00","0.004","0.3","0.015","0.012","33","21",126.8962283,37.5263715
"영등포구","2018-07-25 19:00","0.005","0.6","0.026","0.021","43","28",126.8962283,37.5263715
"영등포구","2018-07-26 08:00","0.004","0.4","0.007","0.021","35","23",126.8962283,37.5263715
"영등포구","2018-07-26 03:00","0.004","0.3","0.014","0.013","32","22",126.8962283,37.5263715
"영등포구","2018-07-25 20:00","0.005","0.5","0.018","0.025","49","36",126.8962283,37.5263715
"영등포구","2018-07-25 13:00","0.005","0.6","0.039","0.020","40","22",126.8962283,37.5263715
"영등포구","2018-07-25 23:00","0.008","0.3","0.006","0.027","36","19",126.8962283,37.5263715
"영등포구","2018-07-26 02:00","0.005","0.4","0.012","0.016","30","18",126.8962283,37.5263715
"영등포구","2018-07-26 09:00","0.006","0.5","0.008","0.024","43","28",126.8962283,37.5263715
"영등포구","2018-07-25 15:00","0.005","0.5","0.037","0.019","47","22",126.8962283,37.5263715
"영등포구","2018-07-25 11:00","0.005","0.4","0.026","0.020","38","26",126.8962283,37.5263715
"영등포구","2018-07-26 01:00","0.005","0.3","0.012","0.017","34","17",126.8962283,37.5263715
"영등포구","2018-07-25 17:00","0.006","0.4","0.046","0.018","48","29",126.8962283,37.5263715
"영등포구","2018-07-25 18:00","0.005","0.6","0.034","0.021","46","26",126.8962283,37.5263715
"영등포구","2018-07-26 05:00","0.004","0.4","0.016","0.012","35","24",126.8962283,37.5263715
"영등포구","2018-07-26 07:00","0.005","0.5","0.008","0.020","38","24",126.8962283,37.5263715
"영등포구","2018-07-25 24:00","0.006","0.5","0.005","0.025","35","23",126.8962283,37.5263715
"영등포구","2018-07-26 06:00","0.004","0.5","0.014","0.015","32","28",126.8962283,37.5263715
"영등포구","2018-07-25 10:00","0.005","0.6","0.023","0.018","39","24",126.8962283,37.5263715
"영등포구","2018-07-25 22:00","0.007","0.6","0.003","0.030","42","25",126.8962283,37.5263715
"용산구","2018-07-25 19:00","0.004","0.4","0.035","0.025","37","27",126.9654442,37.5384272
"용산구","2018-07-25 12:00","0.004","0.4","0.030","0.023","33","25",126.9654442,37.5384272
"용산구","2018-07-25 20:00","0.004","0.4","0.022","0.031","38","25",126.9654442,37.5384272
"용산구","2018-07-25 14:00","0.003","0.3","0.052","0.019","33","28",126.9654442,37.5384272
"용산구","2018-07-26 04:00","0.005","0.3","0.015","0.012","31","24",126.9654442,37.5384272
"용산구","2018-07-25 21:00","0.004","0.4","0.015","0.033","32","22",126.9654442,37.5384272
"용산구","2018-07-26 03:00","0.004","0.2","0.013","0.011","31","20",126.9654442,37.5384272
"용산구","2018-07-25 13:00","0.003","0.3","0.040","0.020","38","29",126.9654442,37.5384272
"용산구","2018-07-25 11:00","0.003","0.3","0.028","0.021","29","26",126.9654442,37.5384272
"용산구","2018-07-26 08:00","0.004","0.3","0.012","0.020","33","26",126.9654442,37.5384272
"용산구","2018-07-26 02:00","0.004","0.3","0.012","0.016","32","23",126.9654442,37.5384272
"용산구","2018-07-26 05:00","0.006","0.4","0.011","0.015","34","30",126.9654442,37.5384272
"용산구","2018-07-25 22:00","0.005","0.3","0.011","0.034","41","26",126.9654442,37.5384272
"용산구","2018-07-25 15:00","0.004","0.3","0.058","0.021","39","31",126.9654442,37.5384272
"용산구","2018-07-25 16:00","0.004","0.4","0.049","0.024","36","27",126.9654442,37.5384272
"용산구","2018-07-26 09:00","0.003","0.3","0.016","0.020","28","22",126.9654442,37.5384272
"용산구","2018-07-25 10:00","0.003","0.3","0.025","0.017","27","21",126.9654442,37.5384272
"용산구","2018-07-25 18:00","0.003","0.3","0.044","0.020","36","30",126.9654442,37.5384272
"용산구","2018-07-26 01:00","0.005","0.3","0.004","0.025","38","24",126.9654442,37.5384272
"용산구","2018-07-25 24:00","0.008","0.3","0.007","0.024","35","25",126.9654442,37.5384272
"용산구","2018-07-26 06:00","0.004","0.3","0.009","0.016","40","32",126.9654442,37.5384272
"용산구","2018-07-25 17:00","0.004","0.3","0.050","0.023","40","31",126.9654442,37.5384272
"용산구","2018-07-26 07:00","0.004","0.3","0.009","0.018","38","33",126.9654442,37.5384272
"용산구","2018-07-25 23:00","0.008","0.3","0.011","0.024","43","27",126.9654442,37.5384272
"은평구","2018-07-25 19:00","0.005","0.4","0.039","0.022","40","25",NA,NA
"은평구","2018-07-25 12:00","0.004","0.1","0.035","0.018","31","30",NA,NA
"은평구","2018-07-26 03:00","0.005","0.4","0.009","0.017","0","27",NA,NA
"은평구","2018-07-26 08:00","0.004","0.4","0.010","0.017","0","28",NA,NA
"은평구","2018-07-25 11:00","0.004","0.1","0.029","0.019","36","29",NA,NA
"은평구","2018-07-26 09:00","0.005","0.5","0.013","0.021","41","27",NA,NA
"은평구","2018-07-26 02:00","0.007","0.4","0.010","0.016","31","27",NA,NA
"은평구","2018-07-26 07:00","0.004","0.4","0.008","0.018","34","26",NA,NA
"은평구","2018-07-25 20:00","0.006","0.4","0.028","0.025","41","25",NA,NA
"은평구","2018-07-26 04:00","0.005","0.4","0.007","0.016","29","22",NA,NA
"은평구","2018-07-26 05:00","0.004","0.3","0.011","0.013","0","23",NA,NA
"은평구","2018-07-25 21:00","0.006","0.4","0.025","0.022","34","25",NA,NA
"은평구","2018-07-25 10:00","0.004","0.1","0.025","0.016","33","28",NA,NA
"은평구","2018-07-25 18:00","0.004","0.4","0.054","0.019","40","35",NA,NA
"은평구","2018-07-26 01:00","0.006","0.3","0.016","0.014","29","26",NA,NA
"은평구","2018-07-25 16:00","0.004","0.4","0.055","0.016","36","28",NA,NA
"은평구","2018-07-25 24:00","0.005","0.3","0.019","0.012","30","26",NA,NA
"은평구","2018-07-25 13:00","0","0","0","0","0","0",NA,NA
"은평구","2018-07-25 15:00","0.005","0.4","0.050","0.025","41","34",NA,NA
"은평구","2018-07-25 14:00","0","0","0","0","40","32",NA,NA
"은평구","2018-07-25 22:00","0.005","0.4","0.021","0.017","36","26",NA,NA
"은평구","2018-07-26 06:00","0.004","0.3","0.010","0.014","27","23",NA,NA
"은평구","2018-07-25 17:00","0.005","0.4","0.060","0.016","43","35",NA,NA
"은평구","2018-07-25 23:00","0.004","0.3","0.019","0.014","29","23",NA,NA
"종로구","2018-07-25 12:00","0.004","0.4","0.037","0.017","34","26",126.9793579,37.5729503
"종로구","2018-07-25 13:00","0.004","0.4","0.040","0.018","32","27",126.9793579,37.5729503
"종로구","2018-07-25 19:00","0.005","0.4","0.036","0.026","36","28",126.9793579,37.5729503
"종로구","2018-07-25 17:00","0.005","0.4","0.054","0.021","42","35",126.9793579,37.5729503
"종로구","2018-07-25 18:00","0.005","0.4","0.046","0.024","37","28",126.9793579,37.5729503
"종로구","2018-07-26 02:00","0.005","0.3","0.008","0.023","32","21",126.9793579,37.5729503
"종로구","2018-07-26 05:00","0.005","0.5","0.010","0.019","32","24",126.9793579,37.5729503
"종로구","2018-07-26 03:00","0.004","0.3","0.012","0.016","28","18",126.9793579,37.5729503
"종로구","2018-07-25 21:00","0.005","0.4","0.019","0.033","34","26",126.9793579,37.5729503
"종로구","2018-07-26 09:00","0.004","0.4","0.013","0.025","33","25",126.9793579,37.5729503
"종로구","2018-07-25 24:00","0.005","0.3","0.013","0.019","30","19",126.9793579,37.5729503
"종로구","2018-07-25 22:00","0.005","0.3","0.018","0.026","38","25",126.9793579,37.5729503
"종로구","2018-07-25 11:00","0.004","0.4","0.029","0.020","34","28",126.9793579,37.5729503
"종로구","2018-07-25 14:00","0.004","0.4","0.051","0.020","35","29",126.9793579,37.5729503
"종로구","2018-07-26 04:00","0.004","0.3","0.013","0.016","27","18",126.9793579,37.5729503
"종로구","2018-07-26 07:00","0.004","0.4","0.010","0.022","41","23",126.9793579,37.5729503
"종로구","2018-07-26 08:00","0.004","0.4","0.011","0.023","34","22",126.9793579,37.5729503
"종로구","2018-07-26 06:00","0.005","0.4","0.010","0.019","37","25",126.9793579,37.5729503
"종로구","2018-07-25 23:00","0.005","0.3","0.014","0.022","36","25",126.9793579,37.5729503
"종로구","2018-07-25 16:00","0.005","0.4","0.054","0.022","36","29",126.9793579,37.5729503
"종로구","2018-07-26 01:00","0.005","0.3","0.010","0.020","33","23",126.9793579,37.5729503
"종로구","2018-07-25 15:00","0.004","0.4","0.058","0.025","40","28",126.9793579,37.5729503
"종로구","2018-07-25 20:00","0.005","0.4","0.027","0.028","30","23",126.9793579,37.5729503
"종로구","2018-07-25 10:00","0.004","0.4","0.025","0.019","32","21",126.9793579,37.5729503
"중구","2018-07-25 12:00","0.004","0.5","0.024","0.033","35","23",126.9979403,37.5640907
"중구","2018-07-25 19:00","0.004","0.4","0.033","0.029","38","26",126.9979403,37.5640907
"중구","2018-07-26 05:00","0.003","0.3","0.012","0.017","29","17",126.9979403,37.5640907
"중구","2018-07-25 11:00","0.003","0.4","0.026","0.026","29","21",126.9979403,37.5640907
"중구","2018-07-26 09:00","0.004","0.5","0.012","0.028","39","24",126.9979403,37.5640907
"중구","2018-07-25 24:00","0.005","0.3","0.014","0.018","36","21",126.9979403,37.5640907
"중구","2018-07-25 10:00","0.004","0.5","0.019","0.027","31","18",126.9979403,37.5640907
"중구","2018-07-26 04:00","0.004","0.3","0.016","0.012","28","18",126.9979403,37.5640907
"중구","2018-07-26 01:00","0.006","0.3","0.005","0.027","37","23",126.9979403,37.5640907
"중구","2018-07-26 02:00","0.005","0.3","0.007","0.024","37","22",126.9979403,37.5640907
"중구","2018-07-25 14:00","0.004","0.4","0.046","0.031","34","23",126.9979403,37.5640907
"중구","2018-07-25 18:00","0.004","0.4","0.039","0.029","40","27",126.9979403,37.5640907
"중구","2018-07-25 20:00","0.004","0.4","0.029","0.024","34","21",126.9979403,37.5640907
"중구","2018-07-25 21:00","0.004","0.4","0.020","0.030","36","21",126.9979403,37.5640907
"중구","2018-07-26 06:00","0.005","0.4","0.008","0.021","37","20",126.9979403,37.5640907
"중구","2018-07-25 13:00","0.004","0.4","0.033","0.030","35","23",126.9979403,37.5640907
"중구","2018-07-25 23:00","0.005","0.3","0.016","0.017","42","24",126.9979403,37.5640907
"중구","2018-07-25 16:00","0.004","0.4","0.050","0.023","36","22",126.9979403,37.5640907
"중구","2018-07-25 17:00","0.004","0.4","0.044","0.032","39","24",126.9979403,37.5640907
"중구","2018-07-26 08:00","0.004","0.4","0.010","0.024","39","24",126.9979403,37.5640907
"중구","2018-07-25 15:00","0.004","0.4","0.048","0.033","40","25",126.9979403,37.5640907
"중구","2018-07-26 03:00","0.004","0.3","0.013","0.015","30","22",126.9979403,37.5640907
"중구","2018-07-25 22:00","0.005","0.4","0.015","0.028","45","25",126.9979403,37.5640907
"중구","2018-07-26 07:00","0.004","0.4","0.007","0.024","43","27",126.9979403,37.5640907
"중랑구","2018-07-26 02:00","0.006","0.4","0.006","0.022","28","18",127.0926519,37.6065602
"중랑구","2018-07-25 21:00","0.006","0.4","0.017","0.028","25","16",127.0926519,37.6065602
"중랑구","2018-07-25 19:00","0.006","0.4","0.037","0.022","33","23",127.0926519,37.6065602
"중랑구","2018-07-25 18:00","0.006","0.4","0.037","0.027","34","28",127.0926519,37.6065602
"중랑구","2018-07-25 16:00","0.007","0.4","0.054","0.020","33","26",127.0926519,37.6065602
"중랑구","2018-07-25 14:00","0.006","0.4","0.045","0.017","23","19",127.0926519,37.6065602
"중랑구","2018-07-25 13:00","0.006","0.4","0.036","0.017","27","23",127.0926519,37.6065602
"중랑구","2018-07-25 11:00","0.007","0.4","0.025","0.015","24","16",127.0926519,37.6065602
