obs,time(UTC),latitude(degrees_north),longitude(degrees_east),ship_id_mmsi,navigational_status,speed_over_ground(kts),course_over_ground(deg),true_heading(deg),rate_of_turn(degrees minutes-1),position_accuracy
3620,2011-08-08T06:35:18Z,5.74587,-158.97939,440659000,0,6.1,89.7,511,-128,0
3621,2011-08-08T06:35:38Z,5.74588,-158.9788,440659000,0,6.3,97,511,-128,0
3622,2011-08-08T06:35:38Z,5.67603,-158.93166,440927000,0,6.3,86,511,-128,1
3623,2011-08-08T06:35:52Z,5.64867,-157.96307,440636000,0,4.7,56.2,64,0,0
3624,2011-08-08T06:36:18Z,5.22349,-160.03752,440944000,0,2.4,252.7,244,0,0
3625,2011-08-08T06:36:18Z,5.64898,-157.96255,440636000,0,5.6,68.9,63,0,0
3626,2011-08-08T06:37:50Z,5.32677,-152.09856,440612000,0,10,104.3,511,-128,1
3627,2011-08-08T06:38:24Z,22.17998,-156.39117,257349000,0,18.1,39,41,0,0
3628,2011-08-08T06:42:58Z,21.65872,-158.55956,371437000,0,19.5,168,165,-7,1
3629,2011-08-08T08:09:44Z,14.37372,-163.16595,235062848,0,12.6,122,119,17,1
3630,2011-08-08T08:11:58Z,21.98874,-159.79256,369970081,0,12.9,324.6,511,-128,0
3631,2011-08-08T08:13:14Z,29.03033,-167.52766,564413000,0,14.8,277,280,0,1
3632,2011-08-08T08:13:28Z,25.8081,-164.63812,353690000,0,16.4,112.3,109,0,1
3633,2011-08-08T08:13:28Z,21.26477,-158.00032,367309890,0,8.6,269.4,263,0,0
3634,2011-08-08T08:13:58Z,23.84855,-159.3042,367311350,0,19.3,345,347,-9,0
3635,2011-08-08T08:13:58Z,22.55078,-156.0611,257349000,0,17.6,41,45,0,0
3636,2011-08-08T08:14:20Z,21.19675,-157.72742,367080250,0,7.8,290.5,511,-128,0
3637,2011-08-08T08:14:38Z,31.33713,-165.95844,209648000,0,13.2,281.5,281,0,0
3638,2011-08-08T08:14:38Z,29.03118,-167.53413,564413000,0,14.8,278,280,0,1
3639,2011-08-08T08:14:38Z,21.11712,-158.07532,538003601,0,12.1,355,354,0,1
3640,2011-08-08T08:14:44Z,33.00133,-158.84633,311008600,0,16.2,269.5,271,0,1
3641,2011-08-08T08:15:06Z,21.01419,-157.04063,367008820,0,7.7,96.8,511,-128,0
3642,2011-08-08T08:15:06Z,20.88103,-169.87543,367309830,0,6.5,261.3,511,-128,1
3643,2011-08-08T08:15:06Z,21.30999,-157.86505,367035570,0,0,56.8,159,0,0
3644,2011-08-08T08:15:14Z,21.31477,-157.8848,367060190,0,0.6,230.7,511,-128,0
3645,2011-08-08T08:15:14Z,29.03157,-167.53693,564413000,0,14.8,279,280,0,1
3646,2011-08-08T08:15:22Z,32.53659,-164.41612,370714000,0,12.5,283.6,285,0,0
3647,2011-08-08T08:15:40Z,21.19777,-157.73042,367080250,0,8.3,291.6,511,-128,0
3648,2011-08-08T08:15:48Z,21.26462,-158.0062,367309890,0,8.5,268.6,264,0,0
3649,2011-08-08T08:15:48Z,21.30609,-157.8665,416444000,8,0,328.6,354,0,0
3650,2011-08-08T08:15:52Z,25.80403,-164.6269,353690000,0,16.5,112.7,110,0,1
3651,2011-08-08T08:16:04Z,21.31001,-157.86505,367035570,0,0,267.9,160,0,0
3652,2011-08-08T08:16:04Z,32.22082,-159.65172,636012524,0,12.9,83,86,0,1
3653,2011-08-08T08:16:08Z,21.12208,-158.07585,538003601,0,11.8,354,355,0,1
3654,2011-08-08T08:16:08Z,33.00117,-158.85384,311008600,0,16.2,270,271,0,1
3655,2011-08-08T08:16:16Z,25.80329,-164.62495,353690000,0,16.5,112.6,110,0,1
3656,2011-08-08T08:16:16Z,22.55922,-156.05305,257349000,0,17.6,41,45,0,0
3657,2011-08-08T08:16:22Z,21.31433,-157.88467,366758000,0,0.5,234,97,0,1
3658,2011-08-08T08:16:22Z,23.55003,-161.06963,367310240,0,8.2,312.3,511,-128,1
3659,2011-08-08T08:16:22Z,22.00336,-159.801,369970081,0,13.1,344.4,511,-128,0
3660,2011-08-08T08:16:24Z,32.53747,-164.42007,370714000,0,12.4,285,285,0,0
3661,2011-08-08T08:16:24Z,22.5596,-156.0527,257349000,0,17.6,41,45,0,0
3662,2011-08-08T08:16:24Z,32.8037,-158.9366,548441000,0,13.2,291.2,289,0,0
3663,2011-08-08T08:16:24Z,21.45925,-158.48894,367350070,0,8.7,120.5,511,-128,0
3664,2011-08-08T08:16:26Z,32.22095,-159.65025,636012524,0,12.9,83,86,-5,1
3665,2011-08-08T08:16:36Z,21.45903,-158.48854,367350070,0,9,127.4,511,-128,0
3666,2011-08-08T08:16:36Z,20.31349,-156.36292,367151310,0,6.5,114.8,511,-128,0
3667,2011-08-08T08:17:00Z,27.37044,-155.48949,367214000,0,8.9,248.9,250,0,1
3668,2011-08-08T08:17:06Z,32.22123,-159.6475,636012524,0,13,82,86,0,1
3669,2011-08-08T08:17:24Z,21.3147,-157.88501,367060190,0,0.4,217.9,511,-128,0
3670,2011-08-08T08:17:28Z,23.86665,-159.30923,367311350,0,19.3,345,347,12,0
3671,2011-08-08T08:17:28Z,21.26456,-158.01047,367309890,0,8.6,268.2,261,0,0
3672,2011-08-08T08:17:54Z,21.01344,-157.03452,367008820,0,7.4,97.4,511,-128,0
3673,2011-08-08T08:18:10Z,22.56618,-156.04642,257349000,0,17.7,41,45,0,0
3674,2011-08-08T08:20:46Z,23.88368,-159.31403,367311350,0,19.3,345,347,0,0
3675,2011-08-08T09:49:02Z,21.49779,-168.3715,369565000,0,11.1,53.7,56,-17,0
3676,2011-08-08T09:49:44Z,20.88451,-170.06969,367309830,0,7.5,269,511,-128,1
3677,2011-08-08T09:50:42Z,33.49379,-171.68349,308863000,0,14.4,73,72,0,0
3678,2011-08-08T09:50:42Z,33.16848,-177.47568,356775000,0,13.6,123,122,0,0
3679,2011-08-08T09:51:02Z,23.67644,-161.26917,367310240,0,8.4,289.2,511,-128,1
3680,2011-08-08T09:51:02Z,29.09037,-167.98518,564413000,0,15.1,277,280,0,1
3681,2011-08-08T09:51:06Z,33.16765,-177.47415,356775000,0,13.8,123,122,0,0
3682,2011-08-08T09:51:10Z,25.63456,-164.18993,353690000,0,16.2,114.1,113,0,1
3683,2011-08-08T09:51:18Z,33.4945,-171.68073,308863000,0,14.4,73,72,0,0
3684,2011-08-08T09:51:28Z,33.49473,-171.67981,308863000,0,14.4,73,72,0,0
3685,2011-08-08T09:51:36Z,31.40853,-166.36282,209648000,0,13.2,280.2,279,0,0
3686,2011-08-08T09:52:42Z,33.49616,-171.6743,308863000,0,14.5,72,72,0,0
3687,2011-08-08T09:52:56Z,33.16395,-177.4671,356775000,0,13.8,122,122,0,0
3688,2011-08-08T09:53:28Z,32.25748,-159.2371,636012524,0,13.1,84,87,0,1
3689,2011-08-08T09:53:44Z,32.62451,-164.79893,370714000,0,12.4,287,287,0,0
3690,2011-08-08T14:42:44Z,33.89665,-170.3546,308863000,0,14.5,71,70,0,1
3691,2011-08-08T16:17:32Z,34.01054,-169.91394,308863000,0,14.4,80,80,0,0
3692,2011-08-08T16:17:48Z,34.01073,-169.91267,308863000,0,14.4,80,79,0,0
3693,2011-08-08T16:20:34Z,33.39675,-160.9035,548441000,0,12.9,288.1,286,0,0
3694,2011-08-08T16:20:38Z,32.38295,-157.58102,636012524,0,13,84,86,-5,0
3695,2011-08-08T16:20:38Z,32.73035,-152.87659,636014200,0,15.8,277.1,279,0,1
3696,2011-08-08T16:25:54Z,22.41033,-156.65,366562000,0,23.3,35,37,0,0
3697,2011-08-08T16:28:10Z,24.43372,-154.32417,257349000,0,18.3,42,45,0,0
3698,2011-08-08T16:28:30Z,21.71905,-158.76134,367309860,5,5.1,124.5,110,127,0
3699,2011-08-08T18:02:06Z,21.31001,-157.86504,367035570,0,0,304,158,0,0
3700,2011-08-08T18:02:10Z,21.30609,-157.86652,416444000,8,0.1,328.6,354,0,0
3701,2011-08-08T18:02:10Z,21.34884,-157.98915,369970260,0,0,41.9,511,-128,0
3702,2011-08-08T18:02:18Z,21.24828,-157.87822,636090891,0,4.3,15,353,0,1
3703,2011-08-08T18:03:30Z,5.11744,-158.58365,440236000,15,3.7,276.1,511,-128,0
3704,2011-08-09T05:39:36Z,5.60856,-156.8436,440636000,0,1.2,46.4,99,0,0
3705,2011-08-09T05:39:40Z,5.40586,-157.21349,440782000,7,4.9,88.4,511,-128,0
3706,2011-08-09T05:39:40Z,6.02233,-152.03517,371999000,0,12.1,295,300,0,0
3707,2011-08-09T05:39:40Z,7.295,-161.79517,431797000,15,9.9,303,296,0,0
3708,2011-08-09T05:42:38Z,21.46762,-153.99347,371437000,0,18.2,88,89,8,1
3709,2011-08-09T07:13:36Z,5.25254,-160.53148,440517000,0,5.4,114.5,109,0,0
3710,2011-08-09T07:13:52Z,8.85564,-159.73944,440095000,0,10,298.8,300,0,0
3711,2011-08-09T07:14:02Z,11.74977,-158.87857,235062848,0,13.1,124,121,12,1
3712,2011-08-09T07:16:02Z,11.74582,-158.87225,235062848,0,13.1,122,120,7,1
3713,2011-08-09T07:16:02Z,16.67588,-152.93835,636013469,0,12.5,293,296,0,1
3714,2011-08-09T07:16:02Z,20.96143,-156.85478,367056982,0,7.1,112.5,511,-128,0
3715,2011-08-09T07:16:34Z,21.07395,-157.43678,367350070,0,8.7,121.5,511,-128,0
3716,2011-08-09T07:16:52Z,8.86018,-159.74673,440095000,0,10,302.9,299,0,0
3717,2011-08-09T07:17:04Z,11.7439,-158.8691,235062848,0,13,121,119,-5,1
3718,2011-08-09T07:17:04Z,16.67738,-152.94173,636013469,0,12.5,294,296,0,1
3719,2011-08-09T07:22:30Z,26.03008,-152.18272,372308000,0,12.9,286,285,0,0
3720,2011-08-10T06:17:04Z,20.32945,-155.41833,367309120,5,7.2,321,511,-128,0
3721,2011-08-10T06:17:34Z,9.0692,-154.68083,235062848,0,12.6,124,125,9,1
3722,2011-08-10T07:49:30Z,12.70497,-160.78313,370891000,0,16.7,294,297,0,1
3723,2011-08-10T07:50:12Z,23.57471,-176.48206,376634000,0,8.6,115,111,0,0
3724,2011-08-10T07:51:26Z,20.88644,-172.81308,367309830,0,6.1,329.1,511,-128,1
3725,2011-08-10T07:52:04Z,26.14288,-177.78607,356345000,0,11.7,112,114,0,0
3726,2011-08-10T07:52:04Z,22.40835,-159.97197,369970083,0,11.2,218,511,-128,0
3727,2011-08-10T07:52:48Z,21.02698,-156.81258,367015060,0,9.9,258.3,511,-128,0
3728,2011-08-10T07:53:26Z,26.14122,-177.78157,356345000,0,11.8,111,114,0,0
3729,2011-08-10T07:53:26Z,20.88898,-172.81485,367309830,0,5.5,323.8,511,-128,1
3730,2011-08-10T09:31:52Z,32.96,-174.69667,311008600,0,15.9,269.2,269,0,0
3731,2011-08-10T09:32:16Z,32.00989,-177.53413,477968700,0,12.4,68.2,67,0,0
3732,2011-08-10T09:32:54Z,33.9998,-171.18597,372219000,0,14.9,89,90,0,1
3733,2011-08-10T11:06:50Z,34.00126,-170.7228,372219000,0,14.7,90,91,0,1
3734,2011-08-10T14:23:18Z,33.99899,-169.75684,372219000,0,14.8,88,88,0,1
3735,2011-08-10T16:04:46Z,20.86991,-172.79462,367309830,0,5.7,25.7,511,-128,1
3736,2011-08-10T16:04:46Z,33.15244,-157.25154,356470000,0,17.5,298.1,299,0,0
3737,2011-08-10T16:05:02Z,21.95103,-159.35779,366982260,0,0,0,511,-128,0
3738,2011-08-10T16:05:28Z,21.27831,-158.08904,367309890,0,0.1,26.5,93,0,0
3739,2011-08-10T16:05:28Z,21.3216,-158.11533,367151310,0,0.1,260,511,-128,0
3740,2011-08-10T16:06:06Z,29.11322,-160.78342,432794000,0,14,280.6,278,0,1
3741,2011-08-10T16:06:30Z,21.27831,-158.08904,367309890,0,0.1,124.5,96,0,0
3742,2011-08-10T17:39:04Z,20.59834,-176.44852,319627000,0,15.1,96.5,96,0,0
3743,2011-08-10T17:41:36Z,22.4338,-155.0068,366563000,0,23.1,244,244,0,0
3744,2011-08-10T17:41:52Z,11.55606,-165.17496,440095000,0,10,296.6,301,0,0
3745,2011-08-10T17:42:02Z,9.04583,-166.80588,576768000,0,13.6,294,297,0,0
3746,2011-08-10T17:42:02Z,20.59684,-176.43523,319627000,0,15.1,96.6,97,0,0
3747,2011-08-11T05:17:22Z,10.28137,-161.32768,371999000,0,14.4,281,284,0,0
3748,2011-08-11T05:19:02Z,7.65615,-156.83783,636091171,0,16.8,45,44,0,1
3749,2011-08-11T05:20:06Z,14.85522,-165.67451,370891000,0,18.1,294,296,0,1
3750,2011-08-11T05:20:06Z,21.31004,-157.86884,367151240,15,0,311.1,511,-128,0
3751,2011-08-11T05:21:28Z,21.32361,-158.12051,367151310,0,4.7,224.9,511,-128,0
3752,2011-08-11T06:50:12Z,10.16677,-169.32538,576768000,0,12.3,294,296,0,0
3753,2011-08-11T06:52:40Z,15.0739,-166.13582,370891000,0,19.3,294,294,0,1
3754,2011-08-11T06:53:42Z,22.50917,-173.35846,377269000,0,7.5,111.8,104,0,1
3755,2011-08-11T06:53:50Z,11.29167,-170.232,431797000,15,11.6,294,295,0,0
3756,2011-08-11T06:54:20Z,16.49574,-174.13914,477726700,0,12.6,116.4,115,0,1
3757,2011-08-11T06:55:00Z,12.57963,-167.25806,440095000,0,10.4,299.1,297,0,0
3758,2011-08-11T06:55:10Z,12.57983,-167.25842,440095000,0,10.2,298.5,297,0,0
3759,2011-08-11T06:55:10Z,21.60548,-164.81653,412360000,0,15.2,269.6,272,0,1
3760,2011-08-11T06:55:10Z,20.22827,-173.04535,319627000,0,14,96.1,97,0,0
3761,2011-08-11T06:55:32Z,27.05377,-159.60806,371012000,0,18.5,316,318,0,1
3762,2011-08-11T06:55:32Z,20.71517,-162.44637,636013469,0,12.8,289,295,0,1
3763,2011-08-11T06:55:32Z,22.52075,-173.40817,376634000,0,8,114.7,112,0,0
3764,2011-08-11T06:55:54Z,34.13885,-169.72604,218744000,0,18.9,87,88,0,0
3765,2011-08-11T06:56:04Z,29.71833,-164.57545,432794000,0,13.8,279.5,276,0,1
3766,2011-08-11T06:56:04Z,24.25433,-172.96034,356345000,0,12.6,114,113,0,1
3767,2011-08-11T06:56:04Z,20.71588,-162.44836,636013469,0,12.8,290,295,0,1
3768,2011-08-11T06:56:04Z,21.30989,-157.86868,367056982,0,0.1,271.8,511,-128,0
3769,2011-08-11T06:56:04Z,21.37895,-157.96613,369077000,0,0.1,167,177,0,1
3770,2011-08-11T06:56:08Z,10.36333,-161.71167,371999000,0,13.9,281,282,0,1
3771,2011-08-11T06:56:08Z,20.07947,-156.85973,366994450,0,18.2,302.7,305,5,1
3772,2011-08-11T06:56:14Z,21.31026,-157.86926,367060190,0,0.1,197.3,511,-128,0
3773,2011-08-11T06:56:14Z,21.30989,-157.86868,367056982,0,0.1,272,511,-128,0
3774,2011-08-11T06:56:18Z,21.88708,-159.63145,369970081,0,12.6,118.7,511,-128,0
3775,2011-08-11T06:56:18Z,21.31644,-157.87668,366606000,0,0,229.2,27,0,0
3776,2011-08-11T06:56:18Z,27.05677,-159.61118,371012000,0,18.6,317,318,0,1
3777,2011-08-11T06:56:26Z,25.88135,-174.0897,369961000,0,0.5,316.3,105,0,0
3778,2011-08-11T06:56:26Z,21.27835,-158.08902,367309890,0,0.2,18.2,120,0,0
3779,2011-08-11T06:56:34Z,20.08057,-156.86156,366994450,0,18.2,303.4,305,-11,1
3780,2011-08-11T06:56:38Z,21.31643,-157.87666,366606000,0,0,229.2,27,0,0
3781,2011-08-11T06:56:38Z,34.00163,-164.84863,372219000,0,14.5,89,91,0,0
3782,2011-08-11T06:56:48Z,21.41385,-158.30637,367151310,0,8,304,511,-128,0
3783,2011-08-11T06:56:48Z,21.27835,-158.08902,367309890,0,0,13.7,115,0,0
3784,2011-08-11T06:56:48Z,28.60055,-162.81998,372308000,0,12.8,283,282,0,0
3785,2011-08-11T06:56:48Z,27.30404,-154.98894,367214000,0,7.6,268.4,270,0,1
3786,2011-08-11T06:57:12Z,24.74895,-162.96558,477389200,0,13.2,290.7,288,0,0
3787,2011-08-11T06:57:14Z,20.71737,-162.45238,636013469,0,12.8,292,296,0,1
3788,2011-08-11T06:57:16Z,34.00165,-164.84572,372219000,0,14.5,89,91,0,0
3789,2011-08-11T06:57:20Z,21.88536,-159.62788,369970081,0,13.3,128.8,511,-128,0
3790,2011-08-11T06:57:20Z,21.62907,-155.70236,353690000,0,17.8,84.5,84,0,1
3791,2011-08-11T06:57:20Z,28.07253,-157.35687,352577000,0,11.2,282.2,280,0,1
3792,2011-08-11T06:57:36Z,33.72467,-172.468,477968700,0,12.5,67.6,64,0,0
3793,2011-08-11T06:57:44Z,22.4191,-159.9356,369970082,0,0.2,211.3,511,-128,0
3794,2011-08-11T06:57:58Z,28.60153,-162.82445,372308000,0,12.8,284,282,0,0
3795,2011-08-11T06:58:06Z,25.92363,-163.2718,356775000,0,12,122,124,0,1
3796,2011-08-11T06:58:08Z,21.30609,-157.86649,416444000,8,0.1,197,354,0,0
3797,2011-08-11T06:58:08Z,20.08485,-156.86885,366994450,0,18.3,303.4,306,-7,1
3798,2011-08-11T06:58:08Z,28.60168,-162.82523,372308000,0,12.8,283,282,0,0
3799,2011-08-11T06:58:08Z,27.30398,-154.99208,367214000,0,7.5,267.9,270,0,1
3800,2011-08-11T06:58:10Z,19.13867,-156.4402,249655000,0,13.9,143,143,0,1
3801,2011-08-11T06:58:10Z,28.0731,-157.35976,352577000,0,11.1,280.2,276,0,1
3802,2011-08-11T06:58:14Z,21.30894,-157.87054,367350070,0,0.1,324.2,511,-128,0
3803,2011-08-11T06:58:26Z,29.71962,-164.58571,432794000,0,13.7,277.6,276,0,1
3804,2011-08-11T06:58:26Z,25.92305,-163.27083,356775000,0,12,123,125,0,1
3805,2011-08-11T06:58:26Z,21.60564,-164.83118,412360000,0,15,270.8,272,127,1
3806,2011-08-11T06:58:30Z,27.06523,-159.61995,371012000,0,18.7,317,318,0,1
3807,2011-08-11T06:58:30Z,21.88322,-159.62355,369970081,0,12.5,119.2,511,-128,0
3808,2011-08-11T06:58:50Z,27.30395,-154.99365,367214000,0,7.5,268.1,270,0,1
3809,2011-08-11T06:58:56Z,33.72646,-172.46268,477968700,0,12.7,68.1,64,0,0
3810,2011-08-11T06:59:14Z,21.27838,-158.08904,367309890,0,0.1,98.9,115,-127,0
3811,2011-08-11T06:59:28Z,33.34094,-166.76192,636014573,0,19.1,274.6,272,0,0
3812,2011-08-11T06:59:40Z,21.30995,-157.87088,367034960,5,0,233.5,511,-128,0
3813,2011-08-11T06:59:40Z,28.07382,-157.36502,352577000,0,11.2,279.6,278,11,1
3814,2011-08-11T06:59:52Z,20.45782,-156.33575,367080250,0,9.2,307.2,511,-128,0
3815,2011-08-11T07:00:00Z,20.45803,-156.33604,367080250,0,9.3,310.9,511,-128,0
3816,2011-08-11T07:01:40Z,27.30382,-155.00037,367214000,0,7.6,268.8,269,0,1
3817,2011-08-11T08:31:32Z,27.42707,-159.99718,371012000,0,18.2,303,301,0,1
3818,2011-08-11T08:31:36Z,33.84829,-172.09552,477968700,0,12.4,71.8,68,0,0
3819,2011-08-11T08:32:04Z,34.00076,-164.38971,372219000,0,14.6,90,92,0,1
3820,2011-08-11T08:32:06Z,24.70469,-165.25237,367310240,0,3.6,332.7,511,-128,1
3821,2011-08-11T08:33:12Z,31.95429,-163.96991,235645000,0,19.9,86.4,90,0,0
3822,2011-08-11T08:33:20Z,21.31645,-157.87668,366606000,0,0,229.2,27,0,0
3823,2011-08-11T08:33:26Z,21.30894,-157.87054,367350070,0,0.1,103.9,511,-128,0
3824,2011-08-11T08:33:28Z,28.66948,-163.20795,372308000,0,13,280,280,0,0
3825,2011-08-11T08:33:40Z,21.31645,-157.87668,366606000,0,0,229.2,27,0,0
3826,2011-08-11T08:33:44Z,22.43554,-173.13583,377269000,0,7.8,113.7,110,0,0
3827,2011-08-11T08:34:00Z,28.11325,-157.68701,352577000,0,10.8,265.1,268,0,1
3828,2011-08-11T08:35:30Z,34.16794,-169.0966,218744000,0,18.7,86,86,0,0
3829,2011-08-11T08:37:08Z,30.45875,-159.29121,240735000,0,11.7,267,267,0,1
3830,2011-08-11T10:11:28Z,34.00122,-163.91086,372219000,0,14.2,88,91,0,1
3831,2011-08-11T13:25:52Z,34.00029,-162.9809,372219000,0,14.3,91,91,0,1
3832,2011-08-11T13:26:20Z,29.93686,-166.26942,432794000,0,13.7,278.8,281,0,1
3833,2011-08-11T14:58:36Z,34.32708,-170.55176,477968700,0,12.9,70.6,70,0,0
3834,2011-08-11T15:01:38Z,34.05865,-174.51321,636014200,0,15.5,267.7,270,0,1
3835,2011-08-11T15:02:46Z,34.00015,-162.5103,372219000,0,14.5,89,90,0,1
3836,2011-08-11T15:02:46Z,25.01473,-161.72021,356775000,0,12.5,124,121,0,1
3837,2011-08-11T15:02:56Z,34.00016,-162.50941,372219000,0,14.5,89,90,0,1
3838,2011-08-11T15:03:54Z,27.59017,-162.16168,367311350,2,1.1,286,20,0,0
3839,2011-08-11T15:03:58Z,20.00415,-170.99515,319627000,0,15,96.7,95,0,0
3840,2011-08-11T15:05:56Z,21.14412,-157.89188,636090891,0,0.8,160,111,0,1
3841,2011-08-11T15:06:00Z,28.27947,-159.03029,352577000,0,11.2,281.6,277,0,1
3842,2011-08-11T15:06:14Z,30.00207,-163.2942,215981000,0,12.5,273,271,0,0
3843,2011-08-11T15:06:26Z,22.06139,-159.81786,369970081,0,14.1,7.8,511,-128,0
3844,2011-08-11T15:08:26Z,25.00383,-161.70235,356775000,0,12.3,124,121,0,1
3845,2011-08-11T15:10:22Z,27.25073,-155.92386,367214000,0,5.2,39.8,56,127,1
3846,2011-08-11T15:12:08Z,9.90982,-155.3323,636091171,0,15.8,33,35,0,1
3847,2011-08-11T16:40:44Z,28.15073,-162.76868,371012000,0,18.9,286,286,0,1
3848,2011-08-11T16:40:48Z,16.2036,-168.8131,370891000,0,17,293,294,0,0
3849,2011-08-11T16:41:08Z,28.15143,-162.77122,371012000,0,19,287,286,0,1
3850,2011-08-11T16:41:30Z,13.32388,-168.7658,440095000,0,10.1,299,298,0,0
3851,2011-08-11T16:41:30Z,15.59352,-172.24312,477726700,0,12.4,117.2,116,0,1
3852,2011-08-11T16:41:30Z,28.15207,-162.77351,371012000,0,19,287,286,0,1
3853,2011-08-11T16:42:36Z,16.20702,-168.8211,370891000,0,16.9,293,294,0,0
3854,2011-08-11T16:43:34Z,16.20892,-168.8256,370891000,0,17,293,294,0,0
3855,2011-08-11T16:43:34Z,21.31027,-157.86926,367060190,0,0.1,197.9,511,-128,0
3856,2011-08-11T16:43:34Z,22.05304,-159.81856,369970083,0,12,166.2,511,-128,0
3857,2011-08-11T16:44:24Z,20.89487,-156.46729,367015060,0,0,282.8,511,-128,0
3858,2011-08-11T16:44:24Z,22.05061,-159.81705,369970083,0,12.6,144.1,511,-128,0
3859,2011-08-11T16:49:50Z,5.58521,-161.90668,533058800,0,14.4,87.2,88,0,1
3860,2011-08-12T05:55:20Z,21.3101,-157.86913,366972620,0,0,314,511,-128,0
3861,2011-08-12T05:56:48Z,5.23262,-160.05763,440944000,0,3.6,236,216,0,0
3862,2011-08-12T05:56:48Z,15.45258,-167.95639,257773000,0,13.4,235.8,230,0,0
3863,2011-08-12T05:57:38Z,21.25239,-158.09319,366866570,0,8.8,282.7,511,-128,0
3864,2011-08-12T05:57:38Z,11.45333,-166.857,371999000,0,12.9,282,284,0,0
3865,2011-08-12T06:03:24Z,34.2766,-160.73482,218744000,0,18.6,92,91,0,0
3866,2011-08-12T07:36:52Z,28.90867,-152.61794,367214000,0,12.5,57.2,56,0,1
3867,2011-08-12T07:39:34Z,34.36038,-153.44455,351340000,0,18.8,275.3,275,0,0
3868,2011-08-12T09:11:42Z,30.34427,-164.65884,240735000,0,10.8,268,266,0,0
3869,2011-08-12T09:13:04Z,34.40717,-154.02957,351340000,0,18.8,275.1,275,0,0
3870,2011-08-13T04:57:26Z,5.66075,-160.04456,440659000,0,2.9,103.2,511,-128,0
3871,2011-08-13T04:58:28Z,12.08319,-165.46594,477726700,0,12.1,120.9,118,0,1
3872,2011-08-13T04:59:18Z,5.20265,-157.99289,441098000,0,4.8,287.7,511,-128,0
3873,2011-08-13T04:59:38Z,21.31012,-157.86781,367119160,0,0,307.3,162,0,0
3874,2011-08-13T04:59:38Z,5.20272,-157.99335,441098000,0,5.3,271.5,511,-128,0
3875,2011-08-13T04:59:38Z,12.32789,-170.99818,371999000,0,13.3,282,284,0,0
3876,2011-08-13T04:59:38Z,20.59278,-152.94328,303165000,0,8.3,281.9,280,0,0
3877,2011-08-13T05:00:08Z,18.65862,-161.90135,319627000,0,14.7,99.7,99,0,0
3878,2011-08-13T06:32:08Z,12.04603,-172.47404,257773000,0,13,227.5,225,0,0
3879,2011-08-13T06:32:08Z,12.39957,-171.33972,371999000,0,13.2,282,283,0,0
3880,2011-08-13T06:32:12Z,15.96767,-174.6951,440095000,0,11.9,294.7,296,0,0
3881,2011-08-13T06:33:22Z,17.96842,-165.10558,356345000,0,12.4,132,129,0,1
3882,2011-08-13T06:34:32Z,30.0001,-175.85123,371012000,0,18,272,273,0,0
3883,2011-08-13T06:34:32Z,19.80978,-177.1732,370891000,0,18.1,293,292,0,1
3884,2011-08-13T08:14:00Z,28.66372,-174.50732,477389200,0,12.6,290.6,293,0,0
3885,2011-08-13T11:31:16Z,34.72355,-163.99876,351340000,0,18.6,270.5,267,0,0
3886,2011-08-13T14:45:24Z,19.16022,-157.87856,371563000,0,16.7,297,301,0,1
3887,2011-08-13T14:45:24Z,21.30902,-157.8707,367350070,0,0.1,300.4,511,-128,0
3888,2011-08-13T14:45:44Z,16.88085,-163.8182,356345000,0,11.6,133,128,0,1
3889,2011-08-13T14:46:52Z,23.43725,-154.38445,366375000,0,22.2,235,233,0,1
3890,2011-08-13T14:47:08Z,21.30608,-157.86649,416444000,8,0.1,177.6,354,0,0
3891,2011-08-13T14:48:22Z,24.40387,-152.79276,366563000,0,22,55,58,0,0
3892,2011-08-13T14:48:22Z,19.16663,-157.89177,371563000,0,16.7,297,301,0,1
3893,2011-08-13T14:48:22Z,17.10147,-153.4978,538003601,0,12.1,120,117,0,1
3894,2011-08-13T16:14:50Z,27.65106,-175.8107,303999000,0,6.6,355,356,0,0
3895,2011-08-13T16:21:58Z,11.14773,-164.39507,370412000,0,14,285,287,0,1
3896,2011-08-13T17:54:22Z,24.98227,-175.13208,636013469,0,12.5,286,287,0,0
3897,2011-08-14T03:56:18Z,5.58664,-159.51404,441098000,0,4,100.6,511,-128,0
3898,2011-08-14T03:59:52Z,17.59183,-156.71637,366990760,8,8.3,355.7,8,-127,0
3899,2011-08-14T04:00:38Z,5.72015,-155.79114,538003956,0,13.6,292.2,291,-3,0
3900,2011-08-14T04:01:46Z,20.24233,-161.25627,371563000,0,12.9,277,280,0,1
3901,2011-08-14T04:03:44Z,21.26129,-158.15225,367350070,0,7.1,306.9,511,-128,0
3902,2011-08-14T04:03:44Z,21.31412,-157.87799,367309860,5,0,0,207,0,0
3903,2011-08-14T04:04:50Z,26.88922,-153.78963,353205000,0,13.5,221,220,0,1
3904,2011-08-14T04:05:34Z,29.72415,-153.706,371618000,0,16.8,104,105,0,0
3905,2011-08-14T04:05:52Z,29.72385,-153.70462,371618000,0,16.8,104,105,0,0
3906,2011-08-14T05:31:56Z,5.0961,-173.95383,352320000,0,13.1,282,293,127,0
3907,2011-08-14T05:32:10Z,17.4303,-174.04169,355093000,0,13.6,105,108,0,0
3908,2011-08-14T05:32:56Z,5.09672,-173.95737,352320000,0,12.9,280,297,0,0
